instruction_text,thisN,thisTrialN,thisRepN,key_resp_instruction.keys,key_resp_instruction.rt,key_resp_instruction.duration,clip_file,clip_path,sound_path,movie,subtitles,n_cut,clip_num,first_cut,second_cut,clip_duration,attention_check_question,attention_check_correct,attention_check_distractor_1,attention_check_distractor_2,attention_check_distractor_3,prac_attention_resp.keys,prac_attention_resp.rt,prac_attention_resp.duration,exp_atttention_resp.keys,exp_pause_resp.keys,exp_atttention_resp.rt,exp_atttention_resp.duration,exp_pause_resp.rt,exp_pause_resp.duration,instruction_trials.thisRepN,instruction_trials.thisTrialN,instruction_trials.thisN,instruction_trials.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,thisRow.t,notes,assigned_ls_group,instructions.started,text_instruction.started,key_resp_instruction.started,instructions.stopped,instruction_trials.key_resp_instruction.keys,instruction_trials.key_resp_instruction.rt,instruction_trials.key_resp_instruction.duration,informed_consent.started,slider_informed_consent.started,text_informed_consent.started,informed_consent.stopped,slider_informed_consent.response,slider_informed_consent.rt,begin_practice.started,begin_practice_text.started,begin_practice.stopped,Practice_clip_name,Practice_video_used,Practice_audio_used,Practice_modality,Practice_subtitles,Practice_attention_check,practice_clip.started,prac_feedback.started,prac_fixation_cross.started,prac_fixation_cross.stopped,prac_clip.started,prac_sound.started,prac_sound.stopped,prac_clip.stopped,practice_clip.stopped,Practice_all_cut_rts,practice_attention_check.started,practice_attention_check.stopped,practice_trials.prac_attention_resp.keys,Practice_correct_key_required,prac_attention_resp.started,prac_question.started,prac_options.started,practice_trials.prac_attention_resp.rt,practice_trials.prac_attention_resp.duration,begin_experiment.started,begin_experiment_text.started,begin_experiment_text.stopped,begin_experiment.stopped,video_used,audio_used,condition_modality,experiment_clip.started,exp_fixation_cross.started,exp_fixation_cross.stopped,exp_clip.started,exp_sound.started,exp_clip.stopped,exp_sound.stopped,experiment_clip.stopped,all_cut_rts,experiment_attention_check.started,experiment_attention_check.stopped,experiment_trials.exp_atttention_resp.keys,experiment_pause.started,experiment_pause.stopped,experiment_trials.exp_pause_resp.keys,correct_key_required,exp_atttention_resp.started,exp_question.started,exp_options.started,experiment_trials.exp_atttention_resp.rt,experiment_trials.exp_atttention_resp.duration,exp_pause_text.started,exp_pause_resp.started,exp_countdown.started,experiment_trials.exp_pause_resp.rt,experiment_trials.exp_pause_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,9,0,9,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,9,0,9,0,269.4551246999763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_18_nosub_2.mp4,audios/silence.mp3,visual,269.4490194999962,269.8550136999984,270.05556549999164,270.05556549999164,270.05552296666815,281.0038417999749,271.3069508999761,280.7559213999775,"[5.413058299978729, 7.685540899983607]",280.8580530999752,280.8580852999876,None,280.8581214000005,280.8581485999748,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,10,0,10,,,,,,,,,,,,,,,,,,,,,,2,None,1.9710533999896143,None,,,,,,,,,,,10,0,10,0,281.0038417999749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_08_sub_2.mp4,audios/clip_holo_08_sub_2.mp3,audiovisual,280.9984018999967,281.36434030000237,281.56489049998345,281.56489049998345,281.5645373666523,292.4623682999809,,292.34894659998827,"[4.205402699997649, 9.313101499981713]",292.4555025000009,294.44800360000227,2,294.44805310000083,294.4480721,None,2,292.4623682999809,292.4623682999809,292.4623682999809,1.9710533999896143,None,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,11,0,11,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,11,0,11,0,294.5582431999792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_12_sub_0.mp4,audios/silence.mp3,visual,294.55167679997976,294.9580991999828,295.1580832999898,295.1580832999898,295.158103466649,303.9877342999971,296.4112144999963,303.7887920999783,[],303.87642389998655,303.87646010000026,None,303.8764940999972,303.8765132999979,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,12,0,12,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,12,0,12,0,303.9877342999971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_11_sub_1.mp4,audios/silence.mp3,visual,303.98150169997825,304.3815082999936,304.5811923999863,304.5811923999863,304.5809005666563,315.8756557999877,305.8330308999866,315.6672497999971,[8.199492899992038],315.75830829999177,315.758340499975,None,315.7583981999778,315.758448699984,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,13,0,13,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,13,0,13,0,315.8756557999877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_03_sub_1.mp4,audios/silence.mp3,visual,315.86945479997667,316.25876089997473,316.4606538999942,316.4606538999942,316.4591487666514,328.60612659997423,317.7106908999849,328.37891339999624,[4.2343186000071],328.47887849999825,328.4789119999914,None,328.47894809997524,328.47896879998734,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,14,0,14,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,14,0,14,0,328.60612659997423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_12_sub_0.mp4,audios/clip_lied_12_sub_0.mp3,audiovisual,328.600254399993,328.9791986999917,329.1790303000016,329.1790303000016,329.17848986664126,338.42811839998467,338.2100864999811,338.2102629999863,[],338.31836779997684,338.31840059999377,None,338.31843499999377,338.3184508999984,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,15,0,15,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,15,0,15,0,338.42811839998467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_05_nosub_2.mp4,audios/silence.mp3,visual,338.4219385999895,338.8270374999847,339.0282596999896,339.0282596999896,339.0279720666624,348.39503899999545,340.2791444999748,348.1588424999791,[7.040545399999246],348.26688719997765,348.26696769997943,None,348.26701419998426,348.26703289998113,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,16,0,16,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,16,0,16,0,348.39503899999545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_03_sub_0.mp4,audios/clip_weißt_03_sub_0.mp3,audiovisual,348.38997059999383,348.7781806999992,348.9796741999744,348.9796741999744,348.9791097666641,361.21323329998995,360.99692359997425,360.9970926999813,[],361.08747189998394,361.0875516999804,None,361.08766559997457,361.08768219998456,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,17,0,17,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,17,0,17,0,361.21323329998995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_27_sub_0.mp4,audios/clip_claude_27_sub_0.mp3,audiovisual,361.20750049999333,361.5963853999856,361.79737369998475,361.79737369998475,361.7971843666494,374.01217969998834,374.01217969998834,373.81545789999655,[],373.9045909999986,373.9046280999901,None,373.9046934999933,373.90472469999804,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,18,0,18,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,18,0,18,0,374.01217969998834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_14_nosub_1.mp4,audios/silence.mp3,visual,374.00609339997754,374.40863249998074,374.6095483999816,374.6095483999816,374.6092238666645,384.8606739999959,375.8600893999974,384.6416188000003,[8.20417230000021],384.74907279998297,384.7491148999834,None,384.74916159998975,384.7491865999764,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,19,0,19,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,19,0,19,0,384.8606739999959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_19_sub_1.mp4,audios/silence.mp3,visual,384.85433799997554,385.2589065999782,385.45978989999276,385.45978989999276,385.4593006666439,395.6814548999828,386.71074199999566,395.4913197999995,[6.727966700011166],395.57737019998604,395.5774090999912,None,395.57745449998765,395.5774721999769,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,20,0,20,,,,,,,,,,,,,,,,,,,,,,4,None,2.370951299992157,None,,,,,,,,,,,20,0,20,0,395.6814548999828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_08_nosub_0.mp4,audios/silence.mp3,visual,395.67541319999145,396.08145669999067,396.28158959999564,396.28158959999564,396.28141876665563,406.02998179997667,397.53322809998645,405.9141514999792,[],406.0254529999802,408.41719269999885,4,408.4172602999897,408.4172892999777,None,4,406.02998179997667,406.02998179997667,406.02998179997667,2.370951299992157,None,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,21,0,21,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,21,0,21,0,408.54338180000195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_18_nosub_0.mp4,audios/clip_holo_18_nosub_0.mp3,audiovisual,408.5369770999823,408.9181361999945,409.11901529997704,409.11901529997704,409.1184396666688,421.214564599999,420.98713629998383,420.98731679999037,"[6.496738799993182, 9.774372499989113]",421.090670399979,421.090706899995,None,421.0907352999784,421.09075039997697,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,22,0,22,,,,,,,,,,,,,,,,,,,,,,4,None,3.7070386999985203,None,,,,,,,,,,,22,0,22,0,421.214564599999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_21_nosub_1.mp4,audios/clip_hund_21_nosub_1.mp3,audiovisual,421.20900549998623,421.6045892999973,421.8067732999916,421.8067732999916,421.80477496664776,431.947683699982,431.8377951000002,431.83797669998603,[6.291862999991281],431.9428648999892,435.6560176999774,4,435.6560853999981,435.6561126000015,None,4,431.947683699982,431.947683699982,431.947683699982,3.7070386999985203,None,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,23,0,23,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,23,0,23,0,435.787863799982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_13_nosub_0.mp4,audios/clip_claude_13_nosub_0.mp3,audiovisual,435.7821511999937,436.15552599998773,436.35717439997825,436.35717439997825,436.3559306666468,445.77676979999524,445.5873047999921,445.5874835999857,[],445.6821148999734,445.6821455999743,None,445.68217919999734,445.6821945999982,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,24,0,24,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,24,0,24,0,445.77676979999524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_13_sub_0.mp4,audios/silence.mp3,visual,445.77080849997583,446.19344899998396,446.3942641999747,446.3942641999747,446.39405416665636,457.42215579998447,447.64677629998187,457.22744129999774,[],457.31816179997986,457.3182459999807,None,457.31830309997895,457.3183192999859,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,25,0,25,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,25,0,25,0,457.42215579998447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_30_nosub_2.mp4,audios/silence.mp3,visual,457.4160078999994,457.81946379999863,458.02047940000193,458.02047940000193,458.0197298666501,470.2356597999751,459.2720002999995,470.0398627999821,"[0.14972720001242124, 11.866703800013056]",470.1262739999802,470.12631389999297,None,470.12635690000025,470.12637990000076,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,26,0,26,,,,,,,,,,,,,,,,,,,,,,3,None,2.106778299988946,None,,,,,,,,,,,26,0,26,0,470.2356597999751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_26_sub_0.mp4,audios/silence.mp3,visual,470.2293383999786,470.6317395999795,470.8318787999742,470.8318787999742,470.8316458666561,481.86464329998125,472.0845935999823,481.7484793999756,[5.124887799989665],481.8583402999793,483.9850461999886,3,483.9851133999764,483.985140499979,None,3,481.86464329998125,481.86464329998125,481.86464329998125,2.106778299988946,None,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,27,0,27,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,27,0,27,0,484.09986489999574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_14_sub_0.mp4,audios/silence.mp3,visual,484.0933703999908,484.4995086999843,484.7006018999964,484.7006018999964,484.7002162666506,496.0090809999965,485.95194169998285,495.8017627999943,"[4.969360499992035, 9.517557700019097]",495.8907920999918,495.8908257999865,None,495.89087169998675,495.8908992999932,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,28,0,28,,,,,,,,,,,,,,,,,,,,,,1,None,5.942124199995305,None,,,,,,,,,,,28,0,28,0,496.0090809999965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_dampf_05_nosub_2.mp4,audios/clip_dampf_05_nosub_2.mp3,audiovisual,496.00354729997343,496.3934261999966,496.5958785999974,496.5958785999974,496.5937791666404,505.4100159999798,,505.29644379997626,"[3.6322604999877512, 8.630836800002726]",505.40296559999115,511.36682799999835,1,511.3668953999877,511.366921799985,None,1,505.4100159999798,505.4100159999798,505.4100159999798,5.942124199995305,None,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,29,0,29,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,29,0,29,0,511.50761699999566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_13_nosub_1.mp4,audios/clip_hund_13_nosub_1.mp3,audiovisual,511.502164799982,511.87495719999424,512.0757312999922,512.0757312999922,512.0756983666545,524.0634918999858,523.8439127999882,523.8441012999974,[5.935151800018502],523.927417400002,523.9274509999959,None,523.9274777999963,523.9274925999925,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,30,0,30,,,,,,,,,,,,,,,,,,,,,,4,None,2.9555369000008795,None,,,,,,,,,,,30,0,30,0,524.0634918999858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_15_nosub_2.mp4,audios/clip_wurst_15_nosub_2.mp3,audiovisual,524.0579851999937,524.4280135000008,524.6287406999909,524.6287406999909,524.6281726666532,534.1508010999823,534.0425672999991,534.0427265999897,[5.443100400007097],534.1453359999869,537.1236959999951,4,537.1237596999854,537.1237848000019,None,4,534.1508010999823,534.1508010999823,534.1508010999823,2.9555369000008795,None,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,31,0,31,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,31,0,31,0,537.250825999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_21_nosub_1.mp4,audios/silence.mp3,visual,537.2441791999736,537.6235827999772,537.8249320999894,537.8249320999894,537.824565766645,548.2221864999738,539.0767427999817,548.0238935999805,[4.31421730000875],548.1212317999743,548.1212665999774,None,548.1212992999936,548.1213173999859,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,32,0,32,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,32,0,32,0,548.2221864999738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_dampf_06_sub_2.mp4,audios/silence.mp3,visual,548.2161845999944,548.632231800002,548.8336485999753,548.8336485999753,548.8331575666418,558.075088099984,550.0845660999767,557.8650716999837,[3.8781189000001177],557.9641207999957,557.964175799978,None,557.9642298999825,557.9642485999793,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,33,0,33,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,33,0,33,0,558.075088099984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_28_sub_0.mp4,audios/silence.mp3,visual,558.0688718999736,558.4750742999895,558.6758026999887,558.6758026999887,558.6753433666638,567.4402589999954,559.9266860999924,567.2055025000009,[],567.3115094999957,567.3115457999811,None,567.3115839999809,567.3116023999755,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,34,0,34,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,34,0,34,0,567.4402589999954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_24_sub_2.mp4,audios/clip_holo_24_sub_2.mp3,audiovisual,567.4360288999742,567.8250316999911,568.0251839999983,568.0251839999983,568.0245331666413,578.0582193000009,577.8569854999951,577.857228399982,[7.2770694000064395],577.9576631999807,577.957699999999,None,577.9577501999738,577.9578005999792,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,35,0,35,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,35,0,35,0,578.0582193000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_01_nosub_1.mp4,audios/silence.mp3,visual,578.0522255999967,578.4657958999742,578.6664810999937,578.6664810999937,578.666089666662,588.0600893999799,579.9179393999802,587.8639027999889,"[0.9216963999788277, 4.34302829997614]",587.9602735999797,587.9603262999735,None,587.960371299996,587.9603888999845,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,36,0,36,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,36,0,36,0,588.0600893999799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_18_nosub_0.mp4,audios/silence.mp3,visual,588.0539484999899,588.4728448999813,588.6732943999814,588.6732943999814,588.6730805666632,598.9081129999831,589.92529069999,598.7058843999985,[],598.7906075999781,598.7906400999927,None,598.7906872000021,598.7907295999757,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,37,0,37,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,37,0,37,0,598.9081129999831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_24_nosub_1.mp4,audios/silence.mp3,visual,598.9005166999996,599.2980920999835,599.4985145999817,599.4985145999817,599.4982952666508,611.7519284999871,600.7506697999779,611.5193943999766,[8.031230200023856],611.636271299998,611.6363178999745,None,611.636355900002,611.6363728999859,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,38,0,38,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,38,0,38,0,611.7519284999871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_22_nosub_0.mp4,audios/silence.mp3,visual,611.7457057999854,612.1368077999796,612.337286199996,612.337286199996,612.3371591666403,624.2380694999883,613.5906592999818,624.0368904999923,[],624.117797999992,624.1178405999963,None,624.1178900999948,624.117915699986,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,39,0,39,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,39,0,39,0,624.2380694999883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_23_sub_0.mp4,audios/clip_claude_23_sub_0.mp3,audiovisual,624.2325244999956,624.6298369999859,624.8296949999931,624.8296949999931,624.8295151666428,637.1806825999811,637.1806825999811,636.981104299979,[],637.0770364999771,637.0770768999937,None,637.0771117999975,637.0771373999887,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,40,0,40,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,40,0,40,0,637.1806825999811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_09_nosub_2.mp4,audios/silence.mp3,visual,637.1745731999981,637.5914272999798,637.7933212999778,637.7933212999778,637.7921862666592,649.4550310999912,639.0435287999862,649.2430496999878,[],649.3504801999952,649.3505439999863,None,649.350732299994,649.3507856999931,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,41,0,41,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,41,0,41,0,649.4550310999912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_34_nosub_2.mp4,audios/silence.mp3,visual,649.4492351999797,649.8556472999917,650.0557241999777,650.0557241999777,650.0553523666497,658.8071399999899,651.3072354999895,658.5852309999755,"[4.140777399996296, 6.29028039998957]",658.6829673999746,658.6830011999991,None,658.6830385999929,658.6830549000006,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,42,0,42,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,42,0,42,0,658.8071399999899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_01_nosub_0.mp4,audios/clip_wurst_01_nosub_0.mp3,audiovisual,658.8015825999901,659.1858817999891,659.3865387999977,659.3865387999977,659.3871480666605,669.5227863999899,669.3359131999896,669.3361745000002,[],669.4219851999951,669.422056099982,None,669.4221026999876,669.4221228999959,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,43,0,43,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,43,0,43,0,669.5227863999899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_23_sub_1.mp4,audios/silence.mp3,visual,669.5168589999957,669.9231251000019,670.1239745999919,670.1239745999919,670.1236543666494,681.7612751999986,671.3746703999932,681.5407673000009,"[0.3016051000158768, 8.73353299999144]",681.6311086999776,681.6311455999967,None,681.6311795999936,681.6312016999873,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,44,0,44,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,44,0,44,0,681.7612751999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_19_sub_0.mp4,audios/clip_hund_19_sub_0.mp3,audiovisual,681.7556325999903,682.1412766999856,682.3420331999951,682.3420331999951,682.3417678666631,693.8943988999818,693.8943988999818,693.6979247999843,[],693.7920879999874,693.7921778000018,None,693.7922487999895,693.7922761999944,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,45,0,45,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,45,0,45,0,693.8943988999818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_06_nosub_2.mp4,audios/silence.mp3,visual,693.8886315999844,694.3022361999901,694.505032599991,694.505032599991,694.5025971666657,705.3062956999929,695.7542286999815,705.0865394999855,"[4.8713916999986395, 8.474324100010563]",705.181422499998,705.1814719999966,None,705.1815139999962,705.1815330999962,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,46,0,46,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,46,0,46,0,705.3062956999929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_30_sub_0.mp4,audios/clip_hund_30_sub_0.mp3,audiovisual,705.3012527999817,705.6865152999817,705.8868741999904,705.8868741999904,705.8881742666456,718.1291918999923,718.1291918999923,717.9056745999842,[],718.0096032999863,718.0096735999978,None,718.0097353999736,718.0097680999897,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
