instruction_text,thisN,thisTrialN,thisRepN,key_resp_instruction.keys,key_resp_instruction.rt,key_resp_instruction.duration,clip_file,clip_path,sound_path,movie,subtitles,n_cut,clip_num,first_cut,second_cut,clip_duration,attention_check_question,attention_check_correct,attention_check_distractor_1,attention_check_distractor_2,attention_check_distractor_3,prac_attention_resp.keys,prac_attention_resp.rt,prac_attention_resp.duration,exp_atttention_resp.keys,exp_pause_resp.keys,exp_atttention_resp.rt,exp_atttention_resp.duration,exp_pause_resp.rt,exp_pause_resp.duration,instruction_trials.thisRepN,instruction_trials.thisTrialN,instruction_trials.thisN,instruction_trials.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,thisRow.t,notes,instructions.started,text_instruction.started,key_resp_instruction.started,instructions.stopped,instruction_trials.key_resp_instruction.keys,instruction_trials.key_resp_instruction.rt,instruction_trials.key_resp_instruction.duration,informed_consent.started,slider_informed_consent.started,text_informed_consent.started,informed_consent.stopped,slider_informed_consent.response,slider_informed_consent.rt,begin_practice.started,begin_practice_text.started,begin_practice.stopped,Practice_clip_name,Practice_video_used,Practice_audio_used,Practice_modality,Practice_subtitles,Practice_attention_check,practice_clip.started,prac_feedback.started,prac_fixation_cross.started,prac_fixation_cross.stopped,prac_clip.started,prac_sound.started,prac_sound.stopped,prac_clip.stopped,practice_clip.stopped,prac_all_cut_rts,practice_attention_check.started,practice_attention_check.stopped,practice_trials.prac_attention_resp.keys,Practice_correct_key_required,prac_attention_resp.started,prac_question.started,prac_options.started,practice_trials.prac_attention_resp.rt,practice_trials.prac_attention_resp.duration,begin_experiment.started,begin_experiment_text.started,begin_experiment_text.stopped,begin_experiment.stopped,video_used,audio_used,condition_modality,experiment_clip.started,exp_fixation_cross.started,exp_fixation_cross.stopped,exp_clip.started,exp_sound.started,exp_sound.stopped,exp_clip.stopped,experiment_clip.stopped,all_cut_rts,experiment_attention_check.started,experiment_attention_check.stopped,experiment_trials.exp_atttention_resp.keys,experiment_pause.started,experiment_pause.stopped,experiment_trials.exp_pause_resp.keys,correct_key_required,exp_atttention_resp.started,exp_question.started,exp_options.started,experiment_trials.exp_atttention_resp.rt,experiment_trials.exp_atttention_resp.duration,exp_pause_text.started,exp_pause_resp.started,exp_countdown.started,exp_pause_resp.stopped,exp_countdown.stopped,experiment_trials.exp_pause_resp.rt,experiment_trials.exp_pause_resp.duration,end.started,text_end.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,8,0,8,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,8,0,8,0,330.5689216000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_14_sub_0.mp4,audios/clip_herz_14_sub_0.mp3,audiovisual,330.56477150000865,330.93698949999816,331.1379382000014,331.1379382000014,331.13809146666995,341.67157120000047,341.88960190000944,341.67174890000024,[],341.7689529000054,341.76898809999693,None,341.7690167999972,341.7690331000049,None,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,9,0,9,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,9,0,9,0,341.88960190000944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_21_sub_2.mp4,audios/clip_lied_21_sub_2.mp3,audiovisual,341.8856153000088,342.27126790001057,342.4727206000098,342.4727206000098,342.471816466674,354.18351030000485,354.18351030000485,353.9897720000008,"[5.210631099995226, 10.616864899988286]",354.08513479999965,354.0851879999973,None,354.08522800001083,354.0852564000088,None,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,10,0,10,,,,,,,,,,,,,,,,,,,,,,2,None,3.312828800000716,None,,,,,,,,,,,10,0,10,0,354.18351030000485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_15_nosub_0.mp4,audios/silence.mp3,visual,354.1777395000099,354.59940449999704,354.79946950000885,354.79946950000885,354.79945466666345,356.05128840000543,364.1152426000044,363.99786850000964,[],364.10883399999875,367.43578929999785,2,367.43585449999955,367.43588240000827,None,2,364.1152426000044,364.1152426000044,364.1152426000044,3.312828800000716,None,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,11,0,11,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,11,0,11,0,367.5640446000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_12_nosub_0.mp4,audios/clip_claude_12_nosub_0.mp3,audiovisual,367.5589750000072,367.9366715000069,368.1371196000109,368.1371196000109,368.1364941666727,377.3684811999992,377.5815608999983,377.3686746000021,[],377.4697884000052,377.4698219999991,None,377.4698512000032,377.4698675999971,None,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,12,0,12,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,12,0,12,0,377.5815608999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_11_sub_2.mp4,audios/silence.mp3,visual,377.5755686000048,377.9811502000084,378.18147090000275,378.18147090000275,378.18114096667364,379.4331840000086,388.0579030000081,387.8477990000101,"[5.798949100004393, 9.26254730000801]",387.94628289999673,387.94631690000824,None,387.9463565000042,387.9463953000086,None,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,13,0,13,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,13,0,13,0,388.0579030000081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_dampf_06_nosub_2.mp4,audios/clip_dampf_06_nosub_2.mp3,audiovisual,388.05310630000895,388.457963000008,388.65936540000257,388.65936540000257,388.6596322666776,397.689666899998,397.89905000000726,397.68988309999986,[],397.78795720000926,397.78799250000156,None,397.7880279000092,397.78804749999836,None,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,14,0,14,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,14,0,14,0,397.89905000000726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_12_sub_1.mp4,audios/silence.mp3,visual,397.89340850000735,398.2992212000099,398.49951480000163,398.49951480000163,398.49906136666345,399.75217430001067,408.7586878000002,408.5318383999984,[8.517347199987853],408.6338792000024,408.633914799997,None,408.63396510000166,408.63404900000023,None,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,15,0,15,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,15,0,15,0,408.7586878000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_07_sub_1.mp4,audios/clip_hund_07_sub_1.mp3,audiovisual,408.753832900009,409.1326712000009,409.3325470999989,409.34951460000593,409.34921376666557,420.9674401000084,421.17679620000126,420.9676153000037,[6.57499999999709],421.0540577000065,421.0541213000106,None,421.05416910001077,421.05418700000155,None,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,16,0,16,,,,,,,,,,,,,,,,,,,,,,3,None,3.18980379999266,None,,,,,,,,,,,16,0,16,0,421.17679620000126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_06_nosub_2.mp4,audios/clip_wurst_06_nosub_2.mp3,audiovisual,421.1728068000084,421.56188290000136,421.76167500000156,421.76167500000156,421.76143396666544,432.8629740000033,432.9582972000062,432.8631504000077,"[2.785317699992447, 8.287324799995986]",432.9525779000105,436.15959999999905,3,436.1596514999983,436.15967049999745,None,3,432.9582972000062,432.9582972000062,432.9582972000062,3.18980379999266,None,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,17,0,17,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,17,0,17,0,436.29606220001006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_23_sub_1.mp4,audios/clip_weißt_23_sub_1.mp3,audiovisual,436.2914090999984,436.66383510000014,436.8646061000036,436.8646061000036,436.86492056667726,448.2813435999997,448.50172480000765,448.2814784000075,[8.504133100010222],448.372841400007,448.37287720000313,None,448.3729081000056,448.372924299998,None,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,18,0,18,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,18,0,18,0,448.50172480000765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_07_sub_0.mp4,audios/clip_wurst_07_sub_0.mp3,audiovisual,448.49632830001065,448.88241859999835,449.0832278000016,449.0832278000016,449.0829028666669,459.09778700000606,459.3234908000013,459.09794240001065,[],459.19628580000426,459.1963364999974,None,459.1963736000034,459.19639050000114,None,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,19,0,19,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,19,0,19,0,459.3234908000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_02_nosub_1.mp4,audios/clip_claude_02_nosub_1.mp3,audiovisual,459.31800510000903,459.69912760000443,459.90011329999834,459.90011329999834,459.9000031666694,,469.92446100000234,469.69915760000004,[0.2833214000129374],469.7913650999981,469.79140110001026,None,469.7914382000017,469.7914620000083,None,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,20,0,20,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,20,0,20,0,469.92446100000234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_05_sub_0.mp4,audios/clip_herz_05_sub_0.mp3,audiovisual,469.9202646000049,470.29893170000287,470.49984920000134,470.49984920000134,470.49983716667725,,481.03123540000524,480.7989988000045,"[6.197701900004176, 7.694389200012665]",480.90565539999807,480.9056869000051,None,480.9057158000069,480.9057349000068,None,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,21,0,21,,,,,,,,,,,,,,,,,,,,,,4,None,3.3282751999940956,None,,,,,,,,,,,21,0,21,0,481.03123540000524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_19_sub_0.mp4,audios/silence.mp3,visual,481.02556090000144,481.41650820001087,481.61653850000584,481.61653850000584,481.61635366667565,482.8685198000021,492.76105169999937,492.6338214999996,[],492.7557672999974,496.1058080000075,4,496.105867899998,496.10589200000686,None,4,492.76105169999937,492.76105169999937,492.76105169999937,3.3282751999940956,None,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,22,0,22,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,22,0,22,0,496.23688029999903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_03_sub_1.mp4,audios/clip_holo_03_sub_1.mp3,audiovisual,496.23155670000415,496.6071779000049,496.80708030000096,496.80708030000096,496.80674896667574,506.3386102000077,506.53528680000454,506.3387833000015,[7.4555899999977555],506.43850240000756,506.438538900009,None,506.4385681999993,506.43858460000774,None,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,23,0,23,,,,,,,,,,,,,,,,,,,,,,3,None,3.5523480999981984,None,,,,,,,,,,,23,0,23,0,506.53528680000454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_08_nosub_0.mp4,audios/silence.mp3,visual,506.5296267000085,506.94773910001095,507.14795500000764,507.14795500000764,507.1478699666661,508.4008620000095,519.2656395000085,519.1671852,"[5.4577682000090135, 9.461036300010164]",519.2600266000081,522.8309808000049,3,522.8310416000022,522.8310660999996,None,3,519.2656395000085,519.2656395000085,519.2656395000085,3.5523480999981984,None,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,24,0,24,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,24,0,24,0,522.9458161000075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_21_nosub_1.mp4,audios/silence.mp3,visual,522.9396326999995,523.3460961000092,523.5460275000078,523.5460275000078,523.5462562666692,524.7980697000021,533.7865709000034,533.5792748000094,[6.4999286999955075],533.6713293000066,533.6713641000097,None,533.6713929999969,533.6714129000029,None,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,25,0,25,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,25,0,25,0,533.7865709000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_26_nosub_0.mp4,audios/silence.mp3,visual,533.7807426000072,534.1713274000067,534.3711519000062,534.3711519000062,534.3708854666659,535.6228639000037,545.46357420001,545.2891630000086,[4.21902940000291],545.3723916000017,545.3724301000038,None,545.372472300005,545.3725050000066,None,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,26,0,26,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,26,0,26,0,545.46357420001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_03_nosub_1.mp4,audios/silence.mp3,visual,545.457951999997,545.8722417000099,546.072685799998,546.072685799998,546.0726393666739,547.3244135999994,556.8063665000082,556.6062089000043,[4.486542800004827],556.6952267000015,556.6952994000021,None,556.6953483999969,556.6953702000028,None,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,27,0,27,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,27,0,27,0,556.8063665000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_19_nosub_1.mp4,audios/silence.mp3,visual,556.8007698000001,557.1990446999989,557.3999726000038,557.3999726000038,557.3990133666705,558.6504913000099,568.2945285000023,568.0984267000022,[5.066349699991406],568.1945510000078,568.194596500005,None,568.1946450000105,568.1946754000091,None,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,28,0,28,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,28,0,28,0,568.2945285000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_15_nosub_0.mp4,audios/silence.mp3,visual,568.288395800002,568.707699400009,568.9084837999981,568.9084837999981,568.9086011666698,570.1609362000017,581.1505357999995,580.927984000009,[],581.0249702000001,581.0250105000014,None,581.0250494000065,581.0250987000036,None,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,29,0,29,,,,,,,,,,,,,,,,,,,,,,3,None,3.578134900002624,None,,,,,,,,,,,29,0,29,0,581.1505357999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_25_nosub_0.mp4,audios/clip_claude_25_nosub_0.mp3,audiovisual,581.1461997000006,581.5276215000049,581.7281518000091,581.7281518000091,581.7280819666669,,592.0306416000094,591.927620500006,[],592.0248614000011,595.6248040000064,3,595.624864700003,595.6248902000079,None,4,592.0306416000094,592.0306416000094,592.0306416000094,3.578134900002624,None,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,30,0,30,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,30,0,30,0,595.765682600002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_dampf_05_sub_2.mp4,audios/clip_dampf_05_sub_2.mp3,audiovisual,595.7600250999967,596.1320511000085,596.3324872000085,596.3324872000085,596.3321188666634,,605.2295413000102,605.0364113000105,[8.787808499997482],605.1230701000022,605.1231136999995,None,605.1231567000068,605.1231765999983,None,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,31,0,31,,,,,,,,,,,,,,,,,,,,,,2,None,5.405893999995897,None,,,,,,,,,,,31,0,31,0,605.2295413000102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_15_nosub_1.mp4,audios/silence.mp3,visual,605.2238567000022,605.6386494000035,605.8388331000024,605.8225130000064,605.822259466677,607.074171500004,616.8402855000022,616.7408708000003,[6.941189899996971],616.8351874000073,622.2561482000019,2,622.2562261999992,622.2562502000073,None,2,616.8402855000022,616.8402855000022,616.8402855000022,5.405893999995897,None,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,32,0,32,,,,,,,,,,,,,,,,,,,,,,2,None,2.973822600004496,None,,,,,,,,,,,32,0,32,0,622.365392599997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_01_nosub_1.mp4,audios/silence.mp3,visual,622.3592467999988,622.7650536000001,622.9677456000063,622.9677456000063,622.9653360666746,624.217570000008,632.2638489000092,632.163172600005,[3.9448308999999426],632.2586501000042,635.2432172999979,2,635.2432673000003,635.2432843999995,None,2,632.2638489000092,632.2638489000092,632.2638489000092,2.973822600004496,None,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,33,0,33,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,33,0,33,0,635.3684339000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_12_sub_1.mp4,audios/clip_hund_12_sub_1.mp3,audiovisual,635.3638456000044,635.7443224000017,635.9443720999989,635.9443720999989,635.9438295666662,647.3569279000076,647.3569279000076,647.1617025000014,[10.038254700004472],647.2467053,647.2467403000046,None,647.2467700999987,647.2467872999987,None,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,34,0,34,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,34,0,34,0,647.3569279000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_12_sub_0.mp4,audios/clip_lied_12_sub_0.mp3,audiovisual,647.3516072000057,647.7543283999985,647.9545297000004,647.9545297000004,647.9546195666665,656.9853606000106,657.2118387000082,656.9855394000042,[],657.0890830999997,657.0891302000091,None,657.0891718000057,657.0892011999968,None,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,35,0,35,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,35,0,35,0,657.2118387000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_13_sub_0.mp4,audios/clip_claude_13_sub_0.mp3,audiovisual,657.2078602999973,657.6027357999992,657.8033063000039,657.8033063000039,657.8029112666738,667.0338601999974,667.259000200007,667.0341018000036,[],667.1428927000088,667.1429309000087,None,667.1429797000019,667.1430268999975,None,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,36,0,36,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,36,0,36,0,667.259000200007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_30_nosub_0.mp4,audios/silence.mp3,visual,667.2531933999999,667.6518942999974,667.8521963000094,667.8521963000094,667.8523222666738,669.1038203000062,680.1029582000047,679.870928400007,[],679.9808241999999,679.9809040999971,None,679.9809556999971,679.9809793000022,None,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,37,0,37,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,37,0,37,0,680.1029582000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_11_nosub_0.mp4,audios/clip_wurst_11_nosub_0.mp3,audiovisual,680.0982666000054,680.4882958000089,680.6889289000101,680.6889289000101,680.688918066666,692.708232200006,692.889920200003,692.7084073000005,[],692.7935678000067,692.7936206000013,None,692.7936592000042,692.7936766000057,None,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,38,0,38,,,,,,,,,,,,,,,,,,,,,,4,None,2.6087828000017907,None,,,,,,,,,,,38,0,38,0,692.889920200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_02_sub_2.mp4,audios/silence.mp3,visual,692.8841891000047,693.3083505000104,693.5093299,693.5093299,693.5084897666713,694.7606572000077,704.7978588999977,704.692592899999,"[4.110401000012644, 8.200567100007902]",704.7930742000026,707.4229796,4,707.4230303000077,707.4230490000045,None,4,704.7978588999977,704.7978588999977,704.7978588999977,2.6087828000017907,None,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,39,0,39,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,39,0,39,0,707.5347507999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_25_sub_1.mp4,audios/clip_wurst_25_sub_1.mp3,audiovisual,707.5298010999977,707.9348384000041,708.1352152000036,708.1352152000036,708.134728366673,719.3523845000018,719.5489396000048,719.3525601000001,[],719.4387834000081,719.4388352000096,None,719.4388791000092,719.4389088000025,None,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,40,0,40,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,40,0,40,0,719.5489396000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_18_nosub_0.mp4,audios/silence.mp3,visual,719.5429533999995,719.9448899999988,720.1460341000056,720.1460341000056,720.1456742666671,721.3974332000071,732.219330500011,732.014660300003,"[6.42290759999014, 8.785280999989482]",732.1067627000011,732.1068076000083,None,732.1068462999974,732.1068633999967,None,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,41,0,41,,,,,,,,,,,,,,,,,,,,,,2,None,3.0484337000089,None,,,,,,,,,,,41,0,41,0,732.219330500011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_10_nosub_0.mp4,audios/silence.mp3,visual,732.2132199000043,732.6072750000021,732.8072818000073,732.8072818000073,732.8063661666713,734.0586686000024,744.1460552000062,744.0263704000099,[],744.1385177000047,747.1960897000099,2,747.196137100007,747.1961558000039,None,3,744.1460552000062,744.1460552000062,744.1460552000062,3.0484337000089,None,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,42,0,42,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,42,0,42,0,747.2924137000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_36_sub_0.mp4,audios/silence.mp3,visual,747.2866857000045,747.7050949999975,747.9050614000007,747.9050614000007,747.9049692666633,749.1569304000004,757.9718639000057,757.770407700009,[],757.8649907000072,757.865023899998,None,757.865051300003,757.8650703000021,None,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,43,0,43,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,43,0,43,0,757.9718639000057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_13_nosub_1.mp4,audios/silence.mp3,visual,757.9662913000066,758.3797161999973,758.5810364000063,758.5810364000063,758.5802683666736,759.8330608000106,770.5794156000047,770.3494903000101,[5.9917549999954645],770.4580789000029,770.458117400005,None,770.4581505000097,770.4581672000058,None,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
,44,0,44,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,44,0,44,0,770.5794156000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_04_nosub_2.mp4,audios/clip_claude_04_nosub_2.mp3,audiovisual,770.5741882000002,770.9663912000105,771.1671063000103,771.1671063000103,771.1672284666749,780.1977177000081,780.406667800009,780.1978835000045,[8.525462499994319],780.3030364000006,780.3030847000045,None,780.3031162999978,780.3031330000085,None,,,,,,,,,,,,,,,,345,001,2026-04-02_14h49.37.145,exp_sofc,,2025.2.3,59.38171755831682,2026-04-02 14h49.38.177905 +0200,
