instruction_text,thisN,thisTrialN,thisRepN,key_resp_instruction.keys,key_resp_instruction.rt,key_resp_instruction.duration,clip_file,clip_path,sound_path,movie,subtitles,n_cut,clip_num,first_cut,second_cut,clip_duration,attention_check_question,attention_check_correct,attention_check_distractor_1,attention_check_distractor_2,attention_check_distractor_3,prac_attention_resp.keys,prac_attention_resp.rt,prac_attention_resp.duration,exp_atttention_resp.keys,exp_pause_resp.keys,exp_atttention_resp.rt,exp_atttention_resp.duration,exp_pause_resp.rt,exp_pause_resp.duration,instruction_trials.thisRepN,instruction_trials.thisTrialN,instruction_trials.thisN,instruction_trials.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,thisRow.t,notes,instructions.started,text_instruction.started,key_resp_instruction.started,instructions.stopped,instruction_trials.key_resp_instruction.keys,instruction_trials.key_resp_instruction.rt,instruction_trials.key_resp_instruction.duration,informed_consent.started,slider_informed_consent.started,text_informed_consent.started,informed_consent.stopped,slider_informed_consent.response,slider_informed_consent.rt,begin_practice.started,begin_practice_text.started,begin_practice.stopped,Practice_clip_name,Practice_video_used,Practice_audio_used,Practice_modality,Practice_subtitles,Practice_attention_check,practice_clip.started,prac_feedback.started,prac_fixation_cross.started,prac_fixation_cross.stopped,prac_clip.started,prac_sound.started,prac_sound.stopped,prac_clip.stopped,practice_clip.stopped,prac_all_cut_rts,practice_attention_check.started,practice_attention_check.stopped,practice_trials.prac_attention_resp.keys,Practice_correct_key_required,prac_attention_resp.started,prac_question.started,prac_options.started,practice_trials.prac_attention_resp.rt,practice_trials.prac_attention_resp.duration,begin_experiment.started,begin_experiment_text.started,begin_experiment.stopped,video_used,audio_used,condition_modality,experiment_clip.started,exp_fixation_cross.started,exp_fixation_cross.stopped,exp_clip.started,exp_sound.started,exp_sound.stopped,exp_clip.stopped,experiment_clip.stopped,all_cut_rts,experiment_attention_check.started,experiment_attention_check.stopped,experiment_trials.exp_atttention_resp.keys,experiment_pause.started,experiment_pause.stopped,experiment_trials.exp_pause_resp.keys,correct_key_required,exp_atttention_resp.started,exp_question.started,exp_options.started,experiment_trials.exp_atttention_resp.rt,experiment_trials.exp_atttention_resp.duration,exp_pause_text.started,exp_pause_resp.started,exp_countdown.started,experiment_trials.exp_pause_resp.rt,experiment_trials.exp_pause_resp.duration,exp_pause_resp.stopped,exp_countdown.stopped,end.started,text_end.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,9,0,9,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,9,0,9,0,414.7020107999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_23_sub_2.mp4,audios/clip_wurst_23_sub_2.mp3,audiovisual,414.69633449999674,415.07426199999463,415.2747677999869,415.2747677999869,415.27439676666495,425.9983726999926,425.9983726999926,425.792890599987,"[4.20725730000413, 8.172514100006083]",425.884682399992,425.88472229999024,None,425.8847548999911,425.88477469999634,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,10,0,10,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,10,0,10,0,425.9983726999926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_32_sub_1.mp4,audios/clip_hund_32_sub_1.mp3,audiovisual,425.9930047999951,426.38542359998974,426.58561689998896,426.58561689998896,426.58556686666657,436.61604569999326,436.82502399999066,436.61624079999456,"[5.703986699998495, 8.294187000006787]",436.708269499999,436.70831159999943,None,436.7083736999921,436.70843169999716,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,11,0,11,,,,,,,,,,,,,,,,,,,,,,3,None,4.869310000009136,None,,,,,,,,,,,11,0,11,0,436.82502399999066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_13_sub_0.mp4,audios/silence.mp3,visual,436.8189982999902,437.2094187999901,437.41075559999445,437.41075559999445,437.4093614666674,438.6609286999883,448.36098359999596,448.24292999999307,[],448.3541184999922,453.23371549999865,3,453.2337775999913,453.23380709999765,None,3,448.36098359999596,448.36098359999596,448.36098359999596,4.869310000009136,None,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,12,0,12,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,12,0,12,0,453.36168849999376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_06_sub_1.mp4,audios/silence.mp3,visual,453.3554898999864,453.7341199999937,453.9345825999917,453.9345825999917,453.9344917666642,455.18668539999635,466.73908119999396,466.55518919999304,[],466.63982489999034,466.63985899998806,None,466.6398898999905,466.63990559999365,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,13,0,13,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,13,0,13,0,466.73908119999396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_13_nosub_0.mp4,audios/silence.mp3,visual,466.73329769998963,467.1553496999986,467.356220799993,467.33942189998925,467.3390750666624,468.5918762999936,478.72904419999395,478.53993999998784,[8.03317270000116],478.6316775999876,478.6317412999924,None,478.6317844999867,478.6318057999888,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,14,0,14,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,14,0,14,0,478.72904419999395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_dampf_05_nosub_2.mp4,audios/silence.mp3,visual,478.72345989999303,479.14525629999116,479.3459101999906,479.3459101999906,479.3455672666644,480.5807403999934,488.2463771999901,488.0443731999985,"[3.7564199000044027, 9.035030099999858]",488.12487749999855,488.12507899999036,None,488.12516359999427,488.1251854000002,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,15,0,15,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,15,0,15,0,488.2463771999901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_22_sub_1.mp4,audios/clip_holo_22_sub_1.mp3,audiovisual,488.24189439999464,488.63533189999,488.8357866000006,488.8357866000006,488.83660036666356,,498.2518299999938,498.0413402999984,[9.663432799992734],498.1307417999924,498.1307794999884,None,498.13082019999274,498.1308633000008,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,16,0,16,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,16,0,16,0,498.2518299999938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_06_sub_0.mp4,audios/silence.mp3,visual,498.24602289999893,498.6340468999988,498.83531599999696,498.83531599999696,498.834406766666,500.0861731999903,509.37801529999706,509.16828579999856,[5.732533999995212],509.26224319999164,509.2623046999943,None,509.26234979998844,509.26237689999107,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,17,0,17,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,17,0,17,0,509.37801529999706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_dampf_02_sub_1.mp4,audios/clip_dampf_02_sub_1.mp3,audiovisual,509.37267639998754,509.76207479998993,509.9621535999904,509.9621535999904,509.9620764666654,519.4936397999991,519.4936397999991,519.2928828000004,[5.370858200010844],519.3857259999932,519.3857713999896,None,519.3858197999944,519.3858425999933,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,18,0,18,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,18,0,18,0,519.4936397999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_21_nosub_1.mp4,audios/silence.mp3,visual,519.4877997000003,519.8851855999965,520.0857421999972,520.0857421999972,520.0865043666602,521.3374354999978,532.5829677000002,532.3562357999908,[9.830433800001629],532.4638993999979,532.4639341999864,None,532.4639704999863,532.4639889999962,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,19,0,19,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,19,0,19,0,532.5829677000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_24_sub_1.mp4,audios/silence.mp3,visual,532.57726369999,532.9719728999917,533.1731662999955,533.1731662999955,533.1727725666608,534.4245472999901,545.4028021999984,545.1917757999909,[8.620095000005676],545.2940652999969,545.2941024999891,None,545.2941413999943,545.2941686999984,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,20,0,20,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,20,0,20,0,545.4028021999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_02_nosub_0.mp4,audios/silence.mp3,visual,545.3971346999897,545.8022041999939,546.0044306999916,546.0044306999916,546.0025678666609,547.2544766999927,558.6287362000003,558.4056554999988,[9.35527080000611],558.506991199989,558.5070416999952,None,558.5070884999877,558.5071137999912,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,21,0,21,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,21,0,21,0,558.6287362000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_02_sub_1.mp4,audios/clip_claude_02_sub_1.mp3,audiovisual,558.6245420999912,559.0063531999913,559.2066819999891,559.2066819999891,559.2065622666598,,569.2352748999983,569.0083064999926,[6.531986999994842],569.1056764999958,569.1057285999996,None,569.1057943999913,569.1058249999915,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,22,0,22,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,22,0,22,0,569.2352748999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_17_nosub_0.mp4,audios/clip_weißt_17_nosub_0.mp3,audiovisual,569.2304660999944,569.6064621999976,569.8068606999877,569.8068606999877,569.8064156666553,581.5384613999922,581.5384613999922,581.3266165999958,[],581.4240505999915,581.424088499989,None,581.4241220999975,581.4241610999889,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,23,0,23,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,23,0,23,0,581.5384613999922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_34_nosub_2.mp4,audios/clip_wurst_34_nosub_2.mp3,audiovisual,581.5350120999938,581.9397602999961,582.1404668999894,582.1404668999894,582.1397672666537,590.6701571999874,590.8685005999869,590.6704247999878,"[4.662168100010604, 6.8133435000054305]",590.7659985999926,590.7660519999918,None,590.7661014999903,590.7661219999864,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,24,0,24,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,24,0,24,0,590.8685005999869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_10_sub_0.mp4,audios/silence.mp3,visual,590.8630577999866,591.2798211999907,591.4815860999952,591.4815860999952,591.4795998666561,592.7321981999994,601.222074099991,601.0121049999871,[8.780882899998687],601.0991152999923,601.099180899997,None,601.0992549999937,601.0992938999989,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,25,0,25,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,25,0,25,0,601.222074099991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_28_nosub_0.mp4,audios/clip_holo_28_nosub_0.mp3,audiovisual,601.2168358999916,601.604958099997,601.8057537999994,601.8057537999994,601.8053335666666,610.3357760999934,610.5522170999902,610.3360647999943,[],610.4192506999971,610.4193185999902,None,610.4193797999906,610.4194138999883,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,26,0,26,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,26,0,26,0,610.5522170999902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_03_sub_1.mp4,audios/clip_holo_03_sub_1.mp3,audiovisual,610.5478411999939,610.9197739999945,611.1198372999934,611.1198372999934,611.1194718666559,620.6513651999994,620.8449988999928,620.6515740999894,[7.62053330001072],620.7330771999987,620.7331309000001,None,620.7332190999878,620.7332450999966,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,27,0,27,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,27,0,27,0,620.8449988999928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_14_nosub_0.mp4,audios/silence.mp3,visual,620.8392882999906,621.243495799994,621.4457400999963,621.4457400999963,621.4437532666673,622.6956681999873,632.7475999999879,632.5445635999931,[8.988538899997366],632.640639099991,632.6406747000001,None,632.6407249999902,632.6407651999907,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,28,0,28,,,,,,,,,,,,,,,,,,,,,,4,None,73.98722270000144,None,,,,,,,,,,,28,0,28,0,632.7475999999879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_10_sub_1.mp4,audios/silence.mp3,visual,632.7418913000001,633.1539497999911,633.3548474999989,633.3548474999989,633.3550067666549,634.6071219000005,644.9861827999994,644.87220659999,[4.875218999994104],644.9807238999929,718.985236499997,4,718.9852975999966,718.9853170999995,None,4,644.9861827999994,644.9861827999994,644.9861827999994,73.98722270000144,None,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,29,0,29,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,29,0,29,0,719.1046865999961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_07_nosub_1.mp4,audios/silence.mp3,visual,719.0983651999995,719.4866111999872,719.6863913999987,719.6863913999987,719.6866539666555,720.9397776999976,728.9473196999897,728.7178210999991,[4.679339800000889],728.8153807999915,728.8154160999984,None,728.8154467999993,728.8154625999887,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,30,0,30,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,30,0,30,0,728.9473196999897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_22_nosub_0.mp4,audios/clip_weißt_22_nosub_0.mp3,audiovisual,728.9419190999906,729.3176330999995,729.5198156999977,729.5198156999977,729.5183791666534,,740.8255208999908,740.6190493999893,[],740.7162703999929,740.7163490999956,None,740.7163975999865,740.7164186999871,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,31,0,31,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,31,0,31,0,740.8255208999908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_29_nosub_0.mp4,audios/silence.mp3,visual,740.819849099993,741.227970699998,741.4301176000008,741.4301176000008,741.4299355666628,742.6803022999957,753.0588238999917,752.8465243999963,[],752.944268399995,752.9443704000005,None,752.9444301999902,752.9444520999969,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,32,0,32,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,32,0,32,0,753.0588238999917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_26_nosub_1.mp4,audios/clip_wurst_26_nosub_1.mp3,audiovisual,753.0536615999881,753.458647499996,753.65914779999,753.65914779999,753.6602754666567,765.8703872999904,765.8703872999904,765.6785089999903,[10.550172200004454],765.7656063999893,765.7656482999882,None,765.7657193999912,765.7657483999938,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,33,0,33,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,33,0,33,0,765.8703872999904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_23_nosub_1.mp4,audios/silence.mp3,visual,765.8647930000006,766.2700184999994,766.4709116999875,766.4709116999875,766.4704214666601,767.7230300999945,776.7022225999972,776.503759299987,[],776.5941896999866,776.5942305999924,None,776.5942885999975,776.5943234000006,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,34,0,34,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,34,0,34,0,776.7022225999972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_04_sub_2.mp4,audios/silence.mp3,visual,776.696635299988,777.0960972999892,777.2960439999879,777.2960439999879,777.2960743666665,778.5490942999895,789.1222567999939,788.9147307999956,[7.3442993000062415],789.0043080999894,789.0043674999906,None,789.0044180999976,789.0044452999864,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,35,0,35,,,,,,,,,,,,,,,,,,,,,,4,None,4.802442400003201,None,,,,,,,,,,,35,0,35,0,789.1222567999939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_01_sub_0.mp4,audios/clip_wurst_01_sub_0.mp3,audiovisual,789.1168327999912,789.5076335999911,789.7234001999896,789.706777799991,789.7063537666584,799.7436679999955,799.7436679999955,799.6388185999967,[],799.7371585999936,804.5548793999915,4,804.5549455,804.5549729999912,None,4,799.7436679999955,799.7436679999955,799.7436679999955,4.802442400003201,None,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,36,0,36,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,36,0,36,0,804.666524699991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_12_sub_0.mp4,audios/silence.mp3,visual,804.6606172999891,805.0681036999886,805.2676183999865,805.2676183999865,805.2676202666664,806.5188549999875,814.7134187999909,814.4988285,[],814.6036757999973,814.6037173999939,None,814.6037544999999,814.6037724999915,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,37,0,37,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,37,0,37,0,814.7134187999909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_04_sub_2.mp4,audios/silence.mp3,visual,814.7076715999865,815.1130756999919,815.3134434999956,815.3134434999956,815.313276066667,816.5660848999978,827.5555614999903,827.3324086999928,[3.4902180999924894],827.4352794999868,827.4353190999973,None,827.4353632999992,827.4353851999913,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,38,0,38,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,38,0,38,0,827.5555614999903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_dampf_06_nosub_2.mp4,audios/clip_dampf_06_nosub_2.mp3,audiovisual,827.5504083999986,827.9501337999973,828.1502431999979,828.1502431999979,828.150023866667,837.1637835000001,837.389872899992,837.163907899987,[],837.272419099987,837.2724888999946,None,837.2725266999914,837.2725441999937,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,39,0,39,,,,,,,,,,,,,,,,,,,,,,4,None,3.6737438999989536,None,,,,,,,,,,,39,0,39,0,837.389872899992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_02_sub_2.mp4,audios/clip_lied_02_sub_2.mp3,audiovisual,837.3843865999952,837.7829219999985,837.9828472999943,837.9828472999943,837.9826898666545,849.0164543999999,849.116956599988,849.0166212999902,"[4.307027399991057, 9.927827199993772]",849.111172799996,852.7969890999957,4,852.7970506999991,852.7970785999933,None,4,849.116956599988,849.116956599988,849.116956599988,3.6737438999989536,None,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,40,0,40,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,40,0,40,0,852.9210815999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_14_nosub_2.mp4,audios/clip_weißt_14_nosub_2.mp3,audiovisual,852.9152351999946,853.2976710999937,853.4978283999953,853.4978283999953,853.4976197666585,862.4289929999941,862.6264353000006,862.4291646999918,[8.124560600001132],862.5182791999978,862.5183144999901,None,862.5183453999925,862.5183614999987,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,41,0,41,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,41,0,41,0,862.6264353000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_13_sub_0.mp4,audios/silence.mp3,visual,862.620735199991,863.0211949999939,863.2214243999915,863.2214243999915,863.2212604666604,864.4733914999961,873.0478103999922,872.8538794999913,[],872.93536209999,872.9354393999965,None,872.9354946999956,872.9355138999963,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,42,0,42,,,,,,,,,,,,,,,,,,,,,,2,None,6.101616100000683,None,,,,,,,,,,,42,0,42,0,873.0478103999922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_26_nosub_1.mp4,audios/silence.mp3,visual,873.0421594999934,873.4455558999907,873.6462532000005,873.6462532000005,873.6458436666619,874.8980475999997,883.9656371999881,883.8625504999945,[7.4876630999933695],883.9608169999992,890.0804104999988,2,890.0804654999956,890.0804854999878,None,2,883.9656371999881,883.9656371999881,883.9656371999881,6.101616100000683,None,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,43,0,43,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,43,0,43,0,890.2134202999878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_17_nosub_1.mp4,audios/clip_hund_17_nosub_1.mp3,audiovisual,890.2072312999953,890.5806225999986,890.7809444999875,890.7809444999875,890.7809249666645,903.3223240999941,903.3223240999941,903.0903340999939,[10.82560480000393],903.1877447999868,903.1877773999877,None,903.1878079999879,903.1878258999932,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,44,0,44,,,,,,,,,,,,,,,,,,,,,,3,None,3.1845214999921154,None,,,,,,,,,,,44,0,44,0,903.3223240999941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_16_nosub_2.mp4,audios/clip_lied_16_nosub_2.mp3,audiovisual,903.3166226999892,903.6885004999931,903.8896137999982,903.8896137999982,903.8895087666644,914.5971056999988,914.5971056999988,914.492951399996,"[4.456650499996613, 7.218376500008162]",914.5917321999877,917.7860679000005,3,917.7861358999944,917.7861674999876,None,3,914.5971056999988,914.5971056999988,914.5971056999988,3.1845214999921154,None,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
,45,0,45,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,45,0,45,0,917.9180952999886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_07_nosub_0.mp4,audios/clip_claude_07_nosub_0.mp3,audiovisual,917.9119508000003,918.2880012999958,918.5046520999895,918.4876121999987,918.486782866665,928.5025029999961,928.7147919999989,928.5026307999942,[],928.5923184999992,928.5923497999902,None,928.5923770999943,928.5923922999937,None,,,,,,,,,,,,,,,,340,001,2026-04-02_13h31.21.215,exp_sofc,,2025.2.3,60.407411745226796,2026-04-02 13h31.21.983025 +0200,
