instruction_text,thisN,thisTrialN,thisRepN,key_resp_instruction.keys,key_resp_instruction.rt,key_resp_instruction.duration,clip_file,clip_path,sound_path,movie,subtitles,n_cut,clip_num,first_cut,second_cut,clip_duration,attention_check_question,attention_check_correct,attention_check_distractor_1,attention_check_distractor_2,attention_check_distractor_3,prac_attention_resp.keys,prac_attention_resp.rt,prac_attention_resp.duration,exp_atttention_resp.keys,exp_atttention_resp.rt,exp_atttention_resp.duration,exp_pause_resp.keys,exp_pause_resp.rt,exp_pause_resp.duration,instruction_trials.thisRepN,instruction_trials.thisTrialN,instruction_trials.thisN,instruction_trials.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,thisRow.t,notes,instructions.started,text_instruction.started,key_resp_instruction.started,instructions.stopped,instruction_trials.key_resp_instruction.keys,instruction_trials.key_resp_instruction.rt,instruction_trials.key_resp_instruction.duration,informed_consent.started,slider_informed_consent.started,text_informed_consent.started,informed_consent.stopped,slider_informed_consent.response,slider_informed_consent.rt,begin_practice.started,begin_practice_text.started,begin_practice.stopped,Practice_clip_name,Practice_video_used,Practice_audio_used,Practice_modality,Practice_subtitles,Practice_attention_check,practice_clip.started,prac_feedback.started,prac_fixation_cross.started,prac_fixation_cross.stopped,prac_clip.started,prac_sound.started,prac_sound.stopped,prac_clip.stopped,practice_clip.stopped,prac_all_cut_rts,Practice_correct_key_required,practice_attention_check.started,prac_attention_resp.started,prac_question.started,prac_options.started,practice_attention_check.stopped,practice_trials.prac_attention_resp.keys,practice_trials.prac_attention_resp.rt,practice_trials.prac_attention_resp.duration,begin_experiment.started,begin_experiment_text.started,begin_experiment_text.stopped,begin_experiment.stopped,video_used,audio_used,condition_modality,experiment_clip.started,exp_fixation_cross.started,exp_fixation_cross.stopped,exp_clip.started,exp_sound.started,exp_sound.stopped,exp_clip.stopped,experiment_clip.stopped,all_cut_rts,correct_key_required,experiment_attention_check.started,exp_atttention_resp.started,exp_question.started,exp_options.started,experiment_attention_check.stopped,experiment_trials.exp_atttention_resp.keys,experiment_trials.exp_atttention_resp.rt,experiment_trials.exp_atttention_resp.duration,experiment_pause.started,experiment_pause.stopped,experiment_trials.exp_pause_resp.keys,exp_pause_text.started,exp_pause_resp.started,exp_countdown.started,experiment_trials.exp_pause_resp.rt,experiment_trials.exp_pause_resp.duration,end.started,text_end.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,9,0,9,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,9,0,9,0,307.7057284000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_01_nosub_0.mp4,audios/clip_wurst_01_nosub_0.mp3,audiovisual,307.70186790000025,308.0902380000007,308.29060070000014,308.29060070000014,308.2904943666674,318.23943210000016,318.4314546000005,318.2396327000006,[],,318.33227700000043,,,,318.33234560000074,None,,,318.33239630000025,318.33242040000005,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,10,0,10,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,10,0,10,0,318.4314546000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_14_sub_1.mp4,audios/silence.mp3,visual,318.4256157,318.8479679000002,319.04907490000005,319.04907490000005,319.04846746666703,320.30007019999994,329.2794856999999,329.0814018000001,[7.794846900000266],,329.1718445000006,,,,329.1719350000003,None,,,329.17198330000065,329.17200050000065,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,11,0,11,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,11,0,11,0,329.2794856999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_dampf_03_sub_1.mp4,audios/clip_dampf_03_sub_1.mp3,audiovisual,329.27636580000035,329.6733576000006,329.87338180000006,329.87338180000006,329.8731314666668,337.5023938000004,337.70674469999994,337.5026260000004,[7.6860711999997875],,337.59694650000074,,,,337.5969855000003,None,,,337.5970213999999,337.5970427000002,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,12,0,12,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,12,0,12,0,337.70674469999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_16_sub_0.mp4,audios/clip_herz_16_sub_0.mp3,audiovisual,337.7032976999999,338.1110726000006,338.31150740000066,338.31150740000066,338.31130746666736,347.34256390000064,347.5557041000002,347.34273180000037,[],,347.4289466,,,,347.4290279000006,None,,,347.4290751000008,347.4290961000006,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,13,0,13,,,,,,,,,,,,,,,,,,,,,,1,3.524513299999853,None,None,,,,,,,,,,,13,0,13,0,347.5557041000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_21_nosub_1.mp4,audios/clip_claude_21_nosub_1.mp3,audiovisual,347.5516935000005,347.9403811000002,348.14027870000064,348.14027870000064,348.14005056666724,360.4107610000001,360.5106953000004,360.4109586000004,[9.724021800000628],1,360.50727730000017,360.5106953000004,360.5106953000004,360.5106953000004,364.04053420000037,1,3.524513299999853,None,364.0405836,364.0406019000002,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,14,0,14,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,14,0,14,0,364.14249760000075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_13_sub_1.mp4,audios/silence.mp3,visual,364.13974190000044,364.5490041000003,364.74975470000027,364.74975470000027,364.74920316666726,366.00293450000026,376.7907352000002,376.56824529999994,[4.379909299999781],,376.6544197000003,,,,376.65446390000034,None,,,376.6545070000002,376.6545326000005,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,15,0,15,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,15,0,15,0,376.7907352000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_33_nosub_0.mp4,audios/clip_wurst_33_nosub_0.mp3,audiovisual,376.78740840000046,377.1691137000007,377.3707639000004,377.3707639000004,377.36903866666694,387.1006672000003,387.29579640000065,387.10079470000073,[],,387.19671070000004,,,,387.19674570000006,None,,,387.19678360000034,387.1968018000007,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,16,0,16,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,16,0,16,0,387.29579640000065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_dampf_04_nosub_1.mp4,audios/silence.mp3,visual,387.29150110000046,387.7108581000002,387.9112266000002,387.9112266000002,387.911063466667,389.1622554000005,397.7421626000005,397.54223900000034,[5.3890652999998565],,397.63496960000066,,,,397.6350323000006,None,,,397.6350919000006,397.6351405000005,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,17,0,17,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,17,0,17,0,397.7421626000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_21_nosub_1.mp4,audios/silence.mp3,visual,397.7376296000002,398.1343385,398.3350752000006,398.3350752000006,398.33490776666736,399.5873156000007,408.76536920000035,408.53435680000075,[4.351702200000545],,408.646667,,,,408.6467042000004,None,,,408.6467413999999,408.6467609000001,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,18,0,18,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,18,0,18,0,408.76536920000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_35_nosub_0.mp4,audios/clip_wurst_35_nosub_0.mp3,audiovisual,408.76178230000005,409.1523391999999,409.35232220000034,409.35232220000034,409.35188116666654,,418.87504549999994,418.65055440000015,[],,418.7493419000002,,,,418.74938530000054,None,,,418.74941800000033,418.7494419000004,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,19,0,19,,,,,,,,,,,,,,,,,,,,,,2,2.37322309999945,None,None,,,,,,,,,,,19,0,19,0,418.87504549999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_16_nosub_1.mp4,audios/clip_hund_16_nosub_1.mp3,audiovisual,418.8718152000001,419.2512516000006,419.4510682,419.4510682,419.45123056666694,430.31823410000015,430.4184694000005,430.31844400000045,[],2,430.4143776000001,430.4184694000005,430.4184694000005,430.4184694000005,432.79669960000047,2,2.37322309999945,None,432.7967607999999,432.79678690000037,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,20,0,20,,,,,,,,,,,,,,,,,,,,,,1,3.478015900000173,None,None,,,,,,,,,,,20,0,20,0,432.9006325999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_23_nosub_1.mp4,audios/silence.mp3,visual,432.89536040000075,433.30559560000074,433.50623580000047,433.50623580000047,433.50586216666693,434.75813780000044,445.03369740000016,444.92486310000004,[8.322051799999826],1,445.0300485000007,445.03369740000016,445.03369740000016,445.03369740000016,448.5233895000001,1,3.478015900000173,None,448.5234397000004,448.5234595000002,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,21,0,21,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,21,0,21,0,448.62550680000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_01_nosub_1.mp4,audios/silence.mp3,visual,448.6209525000004,449.0322120999999,449.23345790000076,449.23345790000076,449.2328999666672,450.4845972000003,460.0296160000007,459.83402600000045,[6.335422900000594],,459.9129984000001,,,,459.91302930000074,None,,,459.91305740000007,459.91307230000075,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,22,0,22,,,,,,,,,,,,,,,,,,,,,,4,3.2333724000000075,None,None,,,,,,,,,,,22,0,22,0,460.0296160000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_07_sub_0.mp4,audios/clip_holo_07_sub_0.mp3,audiovisual,460.0260481000005,460.4247757000003,460.6253794000004,460.6253794000004,460.6252064666671,,470.14276169999994,470.0282476000002,[],4,470.13937930000066,470.14276169999994,470.14276169999994,470.14276169999994,473.3791676000001,4,3.2333724000000075,None,473.37922870000057,473.3792551000006,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,23,0,23,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,23,0,23,0,473.49864680000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_23_nosub_1.mp4,audios/clip_hund_23_nosub_1.mp3,audiovisual,473.4947830000001,473.87928830000055,474.07959180000034,474.07959180000034,474.0794927666668,485.21564260000014,485.21564260000014,484.9967008000003,[],,485.09094950000053,,,,485.09097980000024,None,,,485.0910055000004,485.0910207000006,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,24,0,24,,,,,,,,,,,,,,,,,,,,,,3,3.926499700000022,None,None,,,,,,,,,,,24,0,24,0,485.21564260000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_24_sub_2.mp4,audios/clip_holo_24_sub_2.mp3,audiovisual,485.2122804999999,485.5973148000003,485.7982985000008,485.7982985000008,485.79790396666726,495.63009480000073,495.73090330000014,495.6302753,[7.263407899999947],3,495.7256901999999,495.73090330000014,495.73090330000014,495.73090330000014,499.66127959999994,3,3.926499700000022,None,499.66134020000027,499.6613646000005,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,25,0,25,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,25,0,25,0,499.7750876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_05_sub_2.mp4,audios/clip_claude_05_sub_2.mp3,audiovisual,499.7707012999999,500.17597190000015,500.3765226000005,500.3765226000005,500.3762983666668,,511.89989310000055,511.6780171999999,[4.545804399999724],,511.76789850000023,,,,511.7679295000007,None,,,511.7679573000005,511.76797310000075,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,26,0,26,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,26,0,26,0,511.89989310000055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_20_nosub_1.mp4,audios/clip_weißt_20_nosub_1.mp3,audiovisual,511.89597980000053,512.2673914000006,512.4679407000003,512.4679407000003,512.4679241666665,522.3003653000005,522.4965452000006,522.3005594000006,[7.853392400000303],,522.3962442000002,,,,522.3962821000005,None,,,522.3963225000007,522.3963530000001,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,27,0,27,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,27,0,27,0,522.4965452000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_36_sub_0.mp4,audios/silence.mp3,visual,522.4931368000007,522.9090618,523.1094374000004,523.1094374000004,523.1091610666674,524.3613436000005,533.1597263000003,532.9753686000004,[],,533.0656012,,,,533.0656830000007,None,,,533.0657260000007,533.0657445000006,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,28,0,28,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,28,0,28,0,533.1597263000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_03_sub_2.mp4,audios/silence.mp3,visual,533.1553790000007,533.5776941000004,533.7779420000006,533.7779420000006,533.7778628666667,535.0300880000004,546.3705359000005,546.1640604000004,"[4.402775699999438, 11.458703599999353]",,546.2553499000005,,,,546.2553892000005,None,,,546.2560068000003,546.2560356000004,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,29,0,29,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,29,0,29,0,546.3705359000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_08_sub_2.mp4,audios/silence.mp3,visual,546.3672274999999,546.7567117000008,546.9575785000006,546.9575785000006,546.9571309666674,548.2084044000003,557.9435478000005,557.7404094000003,"[4.327361699999528, 9.487948799999685]",,557.8494465000003,,,,557.8494878000001,None,,,557.8495337000004,557.8495504000002,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,30,0,30,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,30,0,30,0,557.9435478000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_10_sub_2.mp4,audios/silence.mp3,visual,557.9377941000002,558.3491598999999,558.5513246,558.5513246,558.5496350666674,559.8031358000007,567.5606846000001,567.3469264000005,"[4.678243700000166, 7.177187000000231]",,567.4281781,,,,567.4282186999999,None,,,567.4282882000007,567.4283377000002,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,31,0,31,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,31,0,31,0,567.5606846000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_19_nosub_1.mp4,audios/clip_weißt_19_nosub_1.mp3,audiovisual,567.5571657,567.9290799999999,568.1293406000004,568.1293406000004,568.1292560666673,578.1441083,578.3687746000005,578.1442341000002,[],,578.2474222999999,,,,578.2474588000005,None,,,578.2474957000004,578.2475190000005,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,32,0,32,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,32,0,32,0,578.3687746000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_13_nosub_1.mp4,audios/clip_hund_13_nosub_1.mp3,audiovisual,578.3653194000008,578.7625237000002,578.9626424000007,578.9626424000007,578.9625513666672,590.7311294000001,590.9431682000004,590.7312980000006,[5.944854500000474],,590.8222131000002,,,,590.8222922000004,None,,,590.8223485000008,590.8223727000004,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,33,0,33,,,,,,,,,,,,,,,,,,,,,,2,3.6819494000001214,None,None,,,,,,,,,,,33,0,33,0,590.9431682000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_25_sub_1.mp4,audios/clip_weißt_25_sub_1.mp3,audiovisual,590.9391592000002,591.3279167999999,591.5286664000005,591.5286664000005,591.5283389666668,603.5465162999999,603.6498627000001,603.5466812000004,[5.14108589999978],2,603.6464659000003,603.6498627000001,603.6498627000001,603.6498627000001,607.3447855000004,2,3.6819494000001214,None,607.3448451000004,607.3448698000002,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,34,0,34,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,34,0,34,0,607.4514459000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_10_nosub_1.mp4,audios/silence.mp3,visual,607.4483233000001,607.8529648000003,608.0538157999999,608.0538157999999,608.0538082666674,609.3052469000004,619.7701718000008,619.5727720000004,[4.34856949999994],,619.6648104000005,,,,619.6648413000003,None,,,619.6648690000002,619.6648840000007,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,35,0,35,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,35,0,35,0,619.7701718000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_09_nosub_2.mp4,audios/silence.mp3,visual,619.7643121000001,620.1806665000004,620.3809842999999,620.3644948000001,620.3640416666669,621.6160648000005,630.8378368000003,630.5824550000007,"[3.9764780000004976, 9.016790100000435]",,630.6946883999999,,,,630.6947512000006,None,,,630.6947888000004,630.6948072000005,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,36,0,36,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,36,0,36,0,630.8378368000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_24_nosub_1.mp4,audios/clip_hund_24_nosub_1.mp3,audiovisual,630.8324591999999,631.2080057000003,631.4083790000004,631.4083790000004,631.4083206666667,643.629602,643.629602,643.4253026000006,[7.950967000000674],,643.5161361999999,,,,643.5161811000007,None,,,643.516216,643.5162341000005,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,37,0,37,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,37,0,37,0,643.629602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_07_sub_0.mp4,audios/clip_claude_07_sub_0.mp3,audiovisual,643.6259553,644.0174916000005,644.2180737000008,644.2180737000008,644.2178668666668,654.4328298999999,654.4328298999999,654.2336832999999,[],,654.3279410000005,,,,654.3280322,None,,,654.3280838000001,654.3281036000008,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,38,0,38,,,,,,,,,,,,,,,,,,,,,,1,2.5335978000002797,None,None,,,,,,,,,,,38,0,38,0,654.4328298999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_10_nosub_0.mp4,audios/silence.mp3,visual,654.4281281000003,654.8426177000001,655.0431236000004,655.0431236000004,655.043036166667,656.2952026000003,665.1783740000001,665.0757929000001,[],1,665.1744881000004,665.1783740000001,665.1783740000001,665.1783740000001,667.7213408000007,1,2.5335978000002797,None,667.7213897000001,667.7214071000008,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,39,0,39,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,39,0,39,0,667.8179174000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_dampf_01_nosub_0.mp4,audios/silence.mp3,visual,667.8149964000004,668.2300952000005,668.4310123000005,668.4310123000005,668.430327166667,669.6826504999999,678.0690705000006,677.8799017000001,[],,677.9689556000003,,,,677.9690538000004,None,,,677.9690940999999,677.9691114000007,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,40,0,40,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,40,0,40,0,678.0690705000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_13_nosub_0.mp4,audios/silence.mp3,visual,678.0630519000006,678.4685968000003,678.6717318999999,678.6717318999999,678.6689585666666,679.9209766000004,689.7297097999999,689.5035640000006,[11.457466199999544],,689.6055904000004,,,,689.6056333000006,None,,,689.6056679000003,689.6056852000002,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,41,0,41,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,41,0,41,0,689.7297097999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_30_nosub_2.mp4,audios/clip_weißt_30_nosub_2.mp3,audiovisual,689.7260168000003,690.1200398999999,690.3212074000003,690.3212074000003,690.3209611666673,702.3390949000004,702.5205147000006,702.3392196000004,[11.988935699999274],,702.4313444,,,,702.4314267,None,,,702.4314736000006,702.4314939000005,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,42,0,42,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,42,0,42,0,702.5205147000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_03_sub_1.mp4,audios/silence.mp3,visual,702.5158945000003,702.9403040000007,703.1411548000005,703.1411548000005,703.140926766667,704.3925156000005,713.8459818000001,713.6740908000002,[4.6955850999993345],,713.7486423,,,,713.7487439000006,None,,,713.7488014,713.7488276000004,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,43,0,43,,,,,,,,,,,,,,,,,,,,,,3,4.100645599999552,None,None,,,,,,,,,,,43,0,43,0,713.8459818000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_09_nosub_0.mp4,audios/silence.mp3,visual,713.8419167000002,714.2580648000003,714.4586201000002,714.4586201000002,714.4584964666667,715.7099008000005,726.0738102000005,725.9761937000003,[],3,726.0701849000006,726.0738102000005,726.0738102000005,726.0738102000005,730.1909971000005,3,4.100645599999552,None,730.1910582999999,730.1910837000005,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,44,0,44,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,44,0,44,0,730.2973156000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_15_sub_1.mp4,audios/clip_weißt_15_sub_1.mp3,audiovisual,730.2934089999999,730.6997099,730.9008441000005,730.9008441000005,730.9002349666673,741.8170661000004,742.0264049000007,741.8172321000002,[],,741.9023170999999,,,,741.9023498000006,None,,,741.9023803,741.9023953000005,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,45,0,45,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,45,0,45,0,742.0264049000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_24_nosub_1.mp4,audios/clip_wurst_24_nosub_1.mp3,audiovisual,742.0228870999999,742.4108530000003,742.6119599000003,742.6119599000003,742.6118147666668,753.9287287000006,754.0956837000003,753.9288954000003,[],,753.9939291999999,,,,753.9939875,None,,,753.9941904000007,753.9942470000005,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
