instruction_text,thisN,thisTrialN,thisRepN,key_resp_instruction.keys,key_resp_instruction.rt,key_resp_instruction.duration,clip_file,clip_path,sound_path,movie,subtitles,n_cut,clip_num,first_cut,second_cut,clip_duration,attention_check_question,attention_check_correct,attention_check_distractor_1,attention_check_distractor_2,attention_check_distractor_3,prac_attention_resp.keys,prac_attention_resp.rt,prac_attention_resp.duration,exp_atttention_resp.keys,exp_pause_resp.keys,exp_atttention_resp.rt,exp_atttention_resp.duration,exp_pause_resp.rt,exp_pause_resp.duration,instruction_trials.thisRepN,instruction_trials.thisTrialN,instruction_trials.thisN,instruction_trials.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,thisRow.t,notes,assigned_ls_group,instructions.started,text_instruction.started,key_resp_instruction.started,instructions.stopped,instruction_trials.key_resp_instruction.keys,instruction_trials.key_resp_instruction.rt,instruction_trials.key_resp_instruction.duration,informed_consent.started,slider_informed_consent.started,text_informed_consent.started,informed_consent.stopped,slider_informed_consent.response,slider_informed_consent.rt,begin_practice.started,begin_practice_text.started,begin_practice.stopped,Practice_clip_name,Practice_video_used,Practice_audio_used,Practice_modality,Practice_subtitles,Practice_attention_check,practice_clip.started,prac_feedback.started,prac_fixation_cross.started,prac_fixation_cross.stopped,prac_clip.started,prac_sound.started,prac_clip.stopped,practice_clip.stopped,Practice_all_cut_rts,Practice_correct_key_required,practice_attention_check.started,prac_attention_resp.started,prac_question.started,prac_options.started,practice_attention_check.stopped,practice_trials.prac_attention_resp.keys,practice_trials.prac_attention_resp.rt,practice_trials.prac_attention_resp.duration,prac_sound.stopped,begin_experiment.started,begin_experiment_text.started,begin_experiment_text.stopped,begin_experiment.stopped,video_used,audio_used,condition_modality,experiment_clip.started,exp_fixation_cross.started,exp_clip.started,exp_sound.started,exp_fixation_cross.stopped,exp_sound.stopped,exp_clip.stopped,experiment_clip.stopped,all_cut_rts,experiment_attention_check.started,experiment_attention_check.stopped,experiment_trials.exp_atttention_resp.keys,experiment_pause.started,experiment_pause.stopped,experiment_trials.exp_pause_resp.keys,correct_key_required,exp_atttention_resp.started,exp_question.started,exp_options.started,experiment_trials.exp_atttention_resp.rt,experiment_trials.exp_atttention_resp.duration,exp_pause_text.started,exp_pause_resp.started,exp_countdown.started,exp_pause_resp.stopped,exp_countdown.stopped,experiment_trials.exp_pause_resp.rt,experiment_trials.exp_pause_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,50,50,0,,,,clip_claude_26_nosub_0,clips/clip_claude_26_nosub_0.mp4,audios/clip_claude_26_nosub_0.mp3,claude,nosub,1,26,2960.0,NA,10900,Wo befinden sich die Personen?,in einer Kirche,im Supermarkt,am Strand,im Wald,,,,None,None,,,,,,,,,,,,,0,50,50,50,923.2585586000059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_03_sub_1.mp4,audios/clip_claude_03_sub_1.mp3,audiovisual,923.2523598000116,923.6414082999981,923.8420912000001,923.8418259666689,923.8420912000001,935.5745517000032,935.5745517000032,935.3602930000052,[5.320537999999942],935.4551588000031,935.4552063999872,None,935.4553073999996,935.455338300002,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,51,51,0,,,,clip_claude_26_sub_0,clips/clip_claude_26_sub_0.mp4,audios/clip_claude_26_sub_0.mp3,claude,sub,1,26,3000.0,NA,10900,Wo befinden sich die Personen?,in einer Kirche,im Supermarkt,am Strand,im Wald,,,,1,None,2.6664460000174586,None,,,,,,,,,,,0,51,51,51,935.5745517000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_22_sub_0.mp4,audios/clip_weißt_22_sub_0.mp3,audiovisual,935.5694756000012,935.958040700003,936.1599175000156,936.1578872666616,936.1599175000156,,947.3637811999943,947.2611439999891,[],947.3582786000043,950.0469471999968,1,950.0470113999909,950.0470366000081,None,1,947.3637811999943,947.3637811999943,947.3637811999943,2.6664460000174586,None,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,52,52,0,,,,clip_claude_27_nosub_0,clips/clip_claude_27_nosub_0.mp4,audios/clip_claude_27_nosub_0.mp3,claude,nosub,0,27,NA,NA,12000,Wie viele Personen waren im Bild?,4,3,2,1,,,,None,None,,,,,,,,,,,,,0,52,52,52,950.1638468999881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_25_nosub_1.mp4,audios/clip_wurst_25_nosub_1.mp3,audiovisual,950.1592344999954,950.5472089000104,950.7481428000028,950.7473581666748,950.7481428000028,961.9646994000068,962.1495427000045,961.9649026000116,[],962.0624516000098,962.0624835999915,None,962.0625155000016,962.0625312000047,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,53,53,0,,,,clip_claude_27_sub_0,clips/clip_claude_27_sub_0.mp4,audios/clip_claude_27_sub_0.mp3,claude,sub,0,27,NA,NA,12000,Wie viele Personen waren im Bild?,4,3,2,1,,,,None,None,,,,,,,,,,,,,0,53,53,53,962.1495427000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_03_sub_1.mp4,audios/silence.mp3,visual,962.1434746999876,962.5667126000044,962.7673117000086,962.7667163666667,962.7673117000086,964.0193126999948,972.5026184000017,972.2978909999947,[7.43385249999119],972.3879237000074,972.387983099994,None,972.3880512999895,972.3880809000111,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,54,54,0,,,,clip_claude_29_nosub_0,clips/clip_claude_29_nosub_0.mp4,audios/clip_claude_29_nosub_0.mp3,claude,nosub,0,29,NA,NA,10000,Was machen die Männer?,sie weigern sich einzusteigen,sie sind kooperativ,sie rennen weg,sie flüstern,,,,1,None,3.5531317999993917,None,,,,,,,,,,,0,54,54,54,972.5026184000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_05_sub_0.mp4,audios/clip_herz_05_sub_0.mp3,audiovisual,972.4981205000076,972.8903350000037,973.0914535000047,973.0911563666634,973.0914535000047,,983.5052069000085,983.390802000009,"[5.945899100013776, 7.438341700006276]",983.5005562000151,987.0617607999884,1,987.061830199993,987.061855500011,None,1,983.5052069000085,983.5052069000085,983.5052069000085,3.5531317999993917,None,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,55,55,0,,,,clip_claude_29_sub_0,clips/clip_claude_29_sub_0.mp4,audios/clip_claude_29_sub_0.mp3,claude,sub,0,29,NA,NA,10000,Was machen die Männer?,sie weigern sich einzusteigen,sie sind kooperativ,sie rennen weg,sie flüstern,,,,None,None,,,,,,,,,,,,,0,55,55,55,987.1547542999906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_09_nosub_1.mp4,audios/silence.mp3,visual,987.1487407000095,987.5710140999872,987.7712906000088,987.7711849666705,987.7712906000088,989.0237276999978,998.3891212999879,998.2036820999929,[],998.2917310000048,998.2917941999913,None,998.2918277000135,998.2918437999906,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,56,56,0,,,,clip_dampf_01_nosub_0,clips/clip_dampf_01_nosub_0.mp4,audios/clip_dampf_01_nosub_0.mp3,dampf,nosub,0,1,NA,NA,9420,In welches Fortbewegungsmittel steigt der Mann?,ein Auto,ein Bus,ein Flugzeug,ein Schiff,,,,None,None,,,,,,,,,,,,,0,56,56,56,998.3891212999879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_26_sub_1.mp4,audios/silence.mp3,visual,998.3831980999967,998.8055767999904,999.0060692999978,999.0071966666767,999.0060692999978,1000.2581405999954,1009.4536240999878,1009.2386560000014,"[2.0341229000187013, 7.289440199994715]",1009.3466227999888,1009.3466859000036,None,1009.3467696000007,1009.346801000007,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,57,57,0,,,,clip_dampf_01_sub_0,clips/clip_dampf_01_sub_0.mp4,audios/clip_dampf_01_sub_0.mp3,dampf,sub,0,1,NA,NA,9400,In welches Fortbewegungsmittel steigt der Mann?,ein Auto,ein Bus,ein Flugzeug,ein Schiff,,,,None,None,,,,,,,,,,,,,0,57,57,57,1009.4536240999878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_18_sub_1.mp4,audios/silence.mp3,visual,1009.4475242999906,1009.8540780000039,1010.055557100015,1010.0550053666559,1010.055557100015,1011.305457999988,1020.2803940000013,1020.0862459999917,[6.970034300000407],1020.1858874000027,1020.1859209999966,None,1020.1859572000103,1020.1859750000003,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,58,58,0,,,,clip_dampf_02_nosub_1,clips/clip_dampf_02_nosub_1.mp4,audios/clip_dampf_02_nosub_1.mp3,dampf,nosub,1,2,3740.0,NA,9300,Was trägt der Mann?,Socken in Sandalen,ein Sakko,einen Wintermantel,eine Mütze,,,,4,None,3.5458739000023343,None,,,,,,,,,,,0,58,58,58,1020.2803940000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_06_nosub_2.mp4,audios/silence.mp3,visual,1020.2773234999913,1020.6956530000025,1020.8958652000001,1020.8956901666572,1020.8958652000001,1022.1472938999941,1031.5836154000135,1031.4798755999946,"[4.728103999979794, 8.150819899979979]",1031.5798357999884,1035.143264400016,4,1035.1433289000124,1035.1433558000135,None,4,1031.5836154000135,1031.5836154000135,1031.5836154000135,3.5458739000023343,None,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,59,59,0,,,,clip_dampf_02_sub_1,clips/clip_dampf_02_sub_1.mp4,audios/clip_dampf_02_sub_1.mp3,dampf,sub,1,2,3800.0,NA,9300,Was trägt der Mann?,Socken in Sandalen,ein Sakko,einen Wintermantel,eine Mütze,,,,3,None,5.649916499998653,None,,,,,,,,,,,0,59,59,59,1035.2616359000094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_07_sub_0.mp4,audios/clip_claude_07_sub_0.mp3,audiovisual,1035.256153299997,1035.6444394999999,1035.8440043999872,1035.8447996666694,1035.8440043999872,1045.8768996,1045.9743707999878,1045.8770742999914,[],1045.9701303000038,1051.6277733999887,3,1051.627837100008,1171.630244400003,None,3,1045.9743707999878,1045.9743707999878,1045.9743707999878,5.649916499998653,None,1051.6433899000112,1051.6433899000112,1051.6433899000112,1171.7479053999996,1171.7479053999996,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,60,60,0,,,,clip_dampf_03_nosub_1,clips/clip_dampf_03_nosub_1.mp4,audios/clip_dampf_03_nosub_1.mp3,dampf,nosub,1,3,6500.0,NA,7600,Mit welcher Person redet der Mann?,mit einem Mann,mit einer Frau,mit einem Kind,mit sich selbst,,,,None,None,,,,,,,,,,,,,0,60,60,60,1171.7479053999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_11_sub_0.mp4,audios/clip_claude_11_sub_0.mp3,audiovisual,1171.743035899999,1172.1318532000005,1172.3318634000025,1172.3311686666605,1172.3318634000025,1182.3466883999936,1182.5640174,1182.346885100007,[],1182.45095150001,1182.4509849000024,None,1182.4510162000079,1182.4510321000125,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,61,61,0,,,,clip_dampf_03_sub_1,clips/clip_dampf_03_sub_1.mp4,audios/clip_dampf_03_sub_1.mp3,dampf,sub,1,3,6566.0,NA,7600,Mit welcher Person redet der Mann?,mit einem Mann,mit einer Frau,mit einem Kind,mit sich selbst,,,,None,None,,,,,,,,,,,,,0,61,61,61,1182.5640174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_15_nosub_0.mp4,audios/clip_herz_15_nosub_0.mp3,audiovisual,1182.558688899997,1182.9637566999882,1183.1655901999911,1183.164495966663,1183.1655901999911,1195.386514200014,1195.386514200014,1195.182524600008,[8.634609700005967],1195.2926927999943,1195.2927275999973,None,1195.2927644000156,1195.2927885999961,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,62,62,0,,,,clip_dampf_04_nosub_1,clips/clip_dampf_04_nosub_1.mp4,audios/clip_dampf_04_nosub_1.mp3,dampf,nosub,1,4,3780.0,NA,9600,Wie reagiert die Frau?,sie ist beleidigt,sie freut sich,sie weint,sie lacht,,,,None,None,,,,,,,,,,,,,0,62,62,62,1195.386514200014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_12_sub_0.mp4,audios/silence.mp3,visual,1195.3806324999896,1195.7918471000157,1195.993130399991,1195.992520666656,1195.993130399991,1197.2447556999978,1205.2741406999994,1205.0898902000044,"[3.716485200013267, 6.004876799997874]",1205.1750370000082,1205.1750739999989,None,1205.1751405000105,1205.1751810999995,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,63,63,0,,,,clip_dampf_04_sub_1,clips/clip_dampf_04_sub_1.mp4,audios/clip_dampf_04_sub_1.mp3,dampf,sub,1,4,3833.0,NA,9600,Wie reagiert die Frau?,sie ist beleidigt,sie freut sich,sie weint,sie lacht,,,,3,None,2.6670041999896057,None,,,,,,,,,,,0,63,63,63,1205.2741406999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_02_nosub_2.mp4,audios/clip_holo_02_nosub_2.mp3,audiovisual,1205.2698725000082,1205.6756730999914,1205.8765319999948,1205.8761096666606,1205.8765319999948,,1217.190944300004,1217.0797313000076,"[3.8602795000188053, 7.897189500014065]",1217.185056599992,1219.8619714000088,3,1219.8620349999983,1219.862060000014,None,3,1217.190944300004,1217.190944300004,1217.190944300004,2.6670041999896057,None,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,64,64,0,,,,clip_dampf_05_nosub_2,clips/clip_dampf_05_nosub_2.mp4,audios/clip_dampf_05_nosub_2.mp3,dampf,nosub,2,5,2360.0,7320.0,8680,Was trägt der Polizist?,eine gelbe Sicherheitsjacke,eine Lederjacke,ein weißes Hemd,einen Pullover,,,,None,None,,,,,,,,,,,,,0,64,64,64,1219.9667493999877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_15_sub_0.mp4,audios/silence.mp3,visual,1219.9600600000122,1220.3720704000152,1220.5714548999968,1220.5723472666616,1220.5714548999968,1221.8231855999911,1229.986078899994,1229.7692137999984,[6.110927200003061],1229.870704800007,1229.8707368999894,None,1229.870769800007,1229.8707853000087,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,65,65,0,,,,clip_dampf_05_sub_2,clips/clip_dampf_05_sub_2.mp4,audios/clip_dampf_05_sub_2.mp3,dampf,sub,2,5,2400.0,7366.0,8667,Was trägt der Polizist?,eine gelbe Sicherheitsjacke,eine Lederjacke,ein weißes Hemd,einen Pullover,,,,None,None,,,,,,,,,,,,,0,65,65,65,1229.986078899994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_27_sub_1.mp4,audios/clip_weißt_27_sub_1.mp3,audiovisual,1229.98066619999,1230.3858658999961,1230.5710172000108,1230.5701512666749,1230.5873900000006,1240.6695512000006,1240.8670634999871,1240.6697352000047,[7.871931699977722],1240.7598087000079,1240.759887399996,None,1240.7599579000089,1240.759983099997,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,66,66,0,,,,clip_dampf_06_nosub_2,clips/clip_dampf_06_nosub_2.mp4,audios/clip_dampf_06_nosub_2.mp3,dampf,nosub,0,6,NA,NA,9000,Wo befinden sich die Männer?,auf einem Dorfplatz,auf einem Laufsteg,im Wald,in den Bergen,,,,None,None,,,,,,,,,,,,,0,66,66,66,1240.8670634999871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_07_nosub_1.mp4,audios/clip_weißt_07_nosub_1.mp3,audiovisual,1240.8629388000118,1241.261707800004,1241.4615480999928,1241.4611901666542,1241.4615480999928,1251.1762213000038,1251.370720100007,1251.1763799999899,[3.68290960000013],1251.2732992999954,1251.273334700003,None,1251.2734024999954,1251.2734326999926,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,67,67,0,,,,clip_dampf_06_sub_2,clips/clip_dampf_06_sub_2.mp4,audios/clip_dampf_06_sub_2.mp3,dampf,sub,0,6,NA,NA,9000,Wo befinden sich die Männer?,auf einem Dorfplatz,auf einem Laufsteg,im Wald,in den Bergen,,,,None,None,,,,,,,,,,,,,0,67,67,67,1251.370720100007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_01_nosub_1.mp4,audios/silence.mp3,visual,1251.3646788999904,1251.7862362999876,1251.9866441999911,1251.9863527666641,1251.9866441999911,1253.238173699996,1262.1920611000096,1262.018546700012,[4.727101700002095],1262.112684599997,1262.1127238000045,None,1262.1127635000157,1262.1127997000003,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,68,68,0,,,,clip_herz_01_nosub_1,clips/clip_herz_01_nosub_1.mp4,audios/clip_herz_01_nosub_1.mp3,herz,nosub,1,1,5040.0,NA,10580,Was macht die Frau?,sie schließt das Fenster,sie spielt Klavier,sie isst etwas,sie macht Sport,,,,2,None,2.719522600003984,None,,,,,,,,,,,0,68,68,68,1262.1920611000096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_dampf_02_sub_1.mp4,audios/silence.mp3,visual,1262.1859482,1262.619558300008,1262.8207353999896,1262.820110966659,1262.8207353999896,1264.0714390999929,1272.2442588999984,1272.1510389999894,[4.845092099974863],1272.2367155000102,1274.9809991999937,2,1274.9810651000007,1274.9810975000146,None,2,1272.2442588999984,1272.2442588999984,1272.2442588999984,2.719522600003984,None,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,69,69,0,,,,clip_herz_01_sub_1,clips/clip_herz_01_sub_1.mp4,audios/clip_herz_01_sub_1.mp3,herz,sub,1,1,5100.0,NA,10567,Was macht die Frau?,sie schließt das Fenster,sie spielt Klavier,sie isst etwas,sie macht Sport,,,,None,None,,,,,,,,,,,,,0,69,69,69,1275.112354300014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_16_sub_1.mp4,audios/clip_holo_16_sub_1.mp3,audiovisual,1275.1070815999992,1275.4815112999931,1275.6824274999963,1275.6817865666565,1275.6824274999963,1287.6997118,1287.9178286000097,1287.6998744999873,[10.261995900014881],1287.7930972999893,1287.793133900006,None,1287.7931622999895,1287.7931779999926,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,70,70,0,,,,clip_herz_02_nosub_0,clips/clip_herz_02_nosub_0.mp4,audios/clip_herz_02_nosub_0.mp3,herz,nosub,1,2,7900.0,NA,12380,Wer trägt eine Brille?,die Frau,der Mann,beide,keiner,,,,None,None,,,,,,,,,,,,,0,70,70,70,1287.9178286000097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_15_sub_2.mp4,audios/clip_wurst_15_sub_2.mp3,audiovisual,1287.9125533000042,1288.3013885999972,1288.5016584999976,1288.5014492666562,1288.5016584999976,1297.9157421000127,1298.110287699994,1297.9159152999928,"[5.5474924000154715, 8.4634517999948]",1298.0138640000077,1298.013902900013,None,1298.0139483000094,1298.0139716000122,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,71,71,0,,,,clip_herz_02_sub_0,clips/clip_herz_02_sub_0.mp4,audios/clip_herz_02_sub_0.mp3,herz,sub,1,2,7966.0,NA,12367,Wer trägt eine Brille?,die Frau,der Mann,beide,keiner,,,,None,None,,,,,,,,,,,,,0,71,71,71,1298.110287699994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_14_sub_1.mp4,audios/silence.mp3,visual,1298.1040421999933,1298.5260425999877,1298.726257900009,1298.7257992666603,1298.726257900009,1299.9774349000072,1308.9439362999983,1308.7578150999907,[7.741846499993699],1308.8571284000063,1308.8571628000063,None,1308.8572009000054,1308.857231700007,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,72,72,0,,,,clip_herz_03_nosub_2,clips/clip_herz_03_nosub_2.mp4,audios/clip_herz_03_nosub_2.mp3,herz,nosub,2,3,3260.0,10100.0,12380,Was ist im Hintergrund?,eine vollgeschriebene Tafel,eine weiße Tapete,ein Panoramafenster,eine Betonwand,,,,None,None,,,,,,,,,,,,,0,72,72,72,1308.9439362999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_11_sub_1.mp4,audios/silence.mp3,visual,1308.9378496000136,1309.3602358000062,1309.5610004999908,1309.5605383666737,1309.5610004999908,1310.812469700002,1320.829461699992,1320.644935999997,[8.163224799995078],1320.723626299994,1320.723686500016,None,1320.7237248999882,1320.7237421000027,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,73,73,0,,,,clip_herz_03_sub_2,clips/clip_herz_03_sub_2.mp4,audios/clip_herz_03_sub_2.mp3,herz,sub,2,3,3300.0,10166.0,12367,Was ist im Hintergrund?,eine vollgeschriebene Tafel,eine weiße Tapete,ein Panoramafenster,eine Betonwand,,,,1,None,3.2976354000275023,None,,,,,,,,,,,0,73,73,73,1320.829461699992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_24_sub_2.mp4,audios/clip_holo_24_sub_2.mp3,audiovisual,1320.8239885999938,1321.2313142000057,1321.429936600005,1321.4300618666787,1321.4467463000037,1331.2624158000108,1331.367956400005,1331.262588100013,"[7.072093800001312, 9.925372300000163]",1331.363758099993,1334.6762303000141,1,1334.6762852999964,1334.6763042999955,None,2,1331.367956400005,1331.367956400005,1331.367956400005,3.2976354000275023,None,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,74,74,0,,,,clip_herz_04_nosub_0,clips/clip_herz_04_nosub_0.mp4,audios/clip_herz_04_nosub_0.mp3,herz,nosub,1,4,6720.0,NA,11000,In welchem Raum stellt der Mann die Tasche ab?,in der Küche,im Wohnzimmer,im Schlafzimmer,im Keller,,,,None,None,,,,,,,,,,,,,0,74,74,74,1334.7725759999885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_18_nosub_2.mp4,audios/silence.mp3,visual,1334.7678547000105,1335.1851546000107,1335.385257899994,1335.3849769666597,1335.385257899994,1336.6367747999902,1346.2672992000007,1346.085729000013,"[5.276116199995158, 7.6085269000031985]",1346.1722530999978,1346.172283699998,None,1346.172311900009,1346.172327200009,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,75,75,0,,,,clip_herz_04_sub_0,clips/clip_herz_04_sub_0.mp4,audios/clip_herz_04_sub_0.mp3,herz,sub,1,4,6766.0,NA,11000,In welchem Raum stellt der Mann die Tasche ab?,in der Küche,im Wohnzimmer,im Schlafzimmer,im Keller,,,,None,None,,,,,,,,,,,,,0,75,75,75,1346.2672992000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_09_nosub_2.mp4,audios/silence.mp3,visual,1346.2616632000136,1346.6858973999915,1346.887214199989,1346.8861055666678,1346.887214199989,1348.1378284000093,1358.5019366999913,1358.3376864999882,[],1358.4130887000065,1358.4131235000095,None,1358.4131603999995,1358.413182999997,None,,,,,,,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
,76,76,0,,,,clip_herz_05_nosub_0,clips/clip_herz_05_nosub_0.mp4,audios/clip_herz_05_nosub_0.mp3,herz,nosub,2,5,320.0,5360.0,10880,Was trägt der Mann im Hintergrund?,ein Hemd und Sakko,ein T-Shirt,einen Bademantel,einen Pullover,,,,1,None,4.674058900011005,None,,,,,,,,,,,0,76,76,76,1358.5019366999913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_03_nosub_1.mp4,audios/silence.mp3,visual,1358.4959853999899,1358.9190078999964,1359.1191633999988,1359.1189882666552,1359.1191633999988,1360.3705416999874,1371.1332425000146,1371.0211526000057,[6.485999900003662],1371.1290892999968,1375.808229599992,1,1375.8082973000128,1375.8083299999998,None,1,1371.1332425000146,1371.1332425000146,1371.1332425000146,4.674058900011005,None,,,,,,,,600683,001,2026-03-30_14h43.13.745,exp_sofc,,2025.2.3,59.6727783479875,2026-03-30 14h43.14.484219 +0200,
