instruction_text,thisN,thisTrialN,thisRepN,key_resp_instruction.keys,key_resp_instruction.rt,key_resp_instruction.duration,clip_file,clip_path,sound_path,movie,subtitles,n_cut,clip_num,first_cut,second_cut,clip_duration,attention_check_question,attention_check_correct,attention_check_distractor_1,attention_check_distractor_2,attention_check_distractor_3,prac_attention_resp.keys,prac_attention_resp.rt,prac_attention_resp.duration,exp_atttention_resp.keys,exp_pause_resp.keys,exp_atttention_resp.rt,exp_atttention_resp.duration,exp_pause_resp.rt,exp_pause_resp.duration,instruction_trials.thisRepN,instruction_trials.thisTrialN,instruction_trials.thisN,instruction_trials.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,thisRow.t,notes,instructions.started,text_instruction.started,key_resp_instruction.started,instructions.stopped,instruction_trials.key_resp_instruction.keys,instruction_trials.key_resp_instruction.rt,instruction_trials.key_resp_instruction.duration,informed_consent.started,slider_informed_consent.started,text_informed_consent.started,informed_consent.stopped,slider_informed_consent.response,slider_informed_consent.rt,begin_practice.started,begin_practice_text.started,begin_practice.stopped,Practice_clip_name,Practice_video_used,Practice_audio_used,Practice_modality,Practice_subtitles,Practice_attention_check,practice_clip.started,prac_feedback.started,prac_fixation_cross.started,prac_fixation_cross.stopped,prac_clip.started,prac_sound.started,prac_clip.stopped,prac_sound.stopped,practice_clip.stopped,prac_all_cut_rts,Practice_correct_key_required,practice_attention_check.started,prac_attention_resp.started,prac_question.started,prac_options.started,practice_attention_check.stopped,practice_trials.prac_attention_resp.keys,practice_trials.prac_attention_resp.rt,practice_trials.prac_attention_resp.duration,begin_experiment.started,begin_experiment_text.started,begin_experiment.stopped,video_used,audio_used,condition_modality,experiment_clip.started,exp_fixation_cross.started,exp_fixation_cross.stopped,exp_clip.started,exp_sound.started,exp_sound.stopped,exp_clip.stopped,experiment_clip.stopped,all_cut_rts,experiment_attention_check.started,experiment_attention_check.stopped,experiment_trials.exp_atttention_resp.keys,experiment_pause.started,experiment_pause.stopped,experiment_trials.exp_pause_resp.keys,correct_key_required,exp_atttention_resp.started,exp_question.started,exp_options.started,experiment_trials.exp_atttention_resp.rt,experiment_trials.exp_atttention_resp.duration,exp_pause_text.started,exp_pause_resp.started,exp_countdown.started,experiment_trials.exp_pause_resp.rt,experiment_trials.exp_pause_resp.duration,end.started,text_end.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,9,0,9,,,,,,,,,,,,,,,,,,,,,,1,None,6.394584299996495,None,,,,,,,,,,,9,0,9,0,308.00063890000456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_16_sub_1.mp4,audios/silence.mp3,visual,307.9945032999967,308.4001774000062,308.6010185999912,308.6010185999912,308.60094786668583,309.8533337000117,320.7286727000028,320.62060620001284,[10.790025299997069],320.7242394000059,327.14034000001266,1,327.1403927000065,327.1404097000195,None,1,320.7286727000028,320.7286727000028,320.7286727000028,6.394584299996495,None,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,10,0,10,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,10,0,10,0,327.26434940000763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_07_sub_2.mp4,audios/clip_herz_07_sub_2.mp3,audiovisual,327.25832880000235,327.64045229999465,327.8423010999977,327.8423010999977,327.84092086667465,340.05019720000564,340.05019720000564,339.8599411000032,[11.08576489999541],339.93940120001207,339.9394334999961,None,339.9394593000179,339.93947599999956,None,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,11,0,11,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,11,0,11,0,340.05019720000564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_20_nosub_0.mp4,audios/clip_wurst_20_nosub_0.mp3,audiovisual,340.0457976000034,340.45156909999787,340.6523523000069,340.6523523000069,340.6517286666824,350.68511419999413,350.89148690001457,350.6853505000181,[],350.7840787000023,350.7841330000083,None,350.78417420000187,350.78419239999494,None,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,12,0,12,,,,,,,,,,,,,,,,,,,,,,3,None,3.97029259998817,None,,,,,,,,,,,12,0,12,0,350.89148690001457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_24_nosub_1.mp4,audios/silence.mp3,visual,350.8862391000148,351.29328350001015,351.4940972000186,351.4940972000186,351.49360926667964,352.7455775999988,362.90917450000416,362.8118957999977,[],362.90379139999277,366.8934997000033,3,366.8935665000172,366.89359560000594,None,3,362.90917450000416,362.90917450000416,362.90917450000416,3.97029259998817,None,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,13,0,13,,,,,,,,,,,,,,,,,,,,,,1,None,4.089002699998673,None,,,,,,,,,,,13,0,13,0,366.99783050001133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_04_nosub_0.mp4,audios/clip_herz_04_nosub_0.mp3,audiovisual,366.9929187000089,367.4018685000192,367.60263690000284,367.60263690000284,367.6025489666829,378.6190617000102,378.733710600005,378.6192004000186,[8.204776900005527],378.7281023999967,382.82444140000734,1,382.8245012999978,382.82452550000744,None,1,378.733710600005,378.733710600005,378.733710600005,4.089002699998673,None,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,14,0,14,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,14,0,14,0,382.9309290999954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_02_sub_2.mp4,audios/silence.mp3,visual,382.9259415999986,383.33300450001843,383.5349099000159,383.5349099000159,383.53432116666613,384.786728600011,394.91553480000584,394.7175922000024,[8.472008900018409],394.81128069999977,394.8113141999929,None,394.81134159999783,394.8113559000194,None,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,15,0,15,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,15,0,15,0,394.91553480000584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_29_sub_1.mp4,audios/clip_wurst_29_sub_1.mp3,audiovisual,394.9100948999985,395.32661780001945,395.5280003999942,395.5280003999942,395.52758956666025,407.5459114999976,407.77667580000707,407.54603530000895,[],407.645668400015,407.6457073999918,None,407.6457760000194,407.64580530000967,None,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,16,0,16,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,16,0,16,0,407.77667580000707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_20_nosub_1.mp4,audios/clip_claude_20_nosub_1.mp3,audiovisual,407.7717992000107,408.1471007000073,408.3480309000006,408.3480309000006,408.3474595666669,420.3656246000028,420.59388729999773,420.36579979999806,[7.206674699991709],420.4847408999922,420.4848297999997,None,420.48488410000573,420.4849108000053,None,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,17,0,17,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,17,0,17,0,420.59388729999773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_26_nosub_1.mp4,audios/clip_weißt_26_nosub_1.mp3,audiovisual,420.5898264000134,421.0001302000019,421.20106340001803,421.1846602000005,421.1844554666643,431.41675160001614,431.6154116000107,431.4169277000183,[7.77985570000601],431.5229692000139,431.5230433999968,None,431.5231063000101,431.52314269999624,None,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,18,0,18,,,,,,,,,,,,,,,,,,,,,,3,None,11.075386099983007,None,,,,,,,,,,,18,0,18,0,431.6154116000107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_21_nosub_2.mp4,audios/silence.mp3,visual,431.60967219999293,432.02541329999804,432.2264119000174,432.2264119000174,432.2259523666619,433.4800058999972,443.85700310001266,443.7439046000072,"[5.820599300001049, 10.999342299997807]",443.8518347000063,454.9415406000044,3,454.9416027000116,454.9416268999921,None,1,443.85700310001266,443.85700310001266,443.85700310001266,11.075386099983007,None,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,19,0,19,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,19,0,19,0,455.06110560000525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_05_nosub_2.mp4,audios/clip_claude_05_nosub_2.mp3,audiovisual,455.0558419000008,455.4423561000149,455.6426972000045,455.6426972000045,455.64237686666115,,467.1494650999957,466.9443038000027,[4.995324699993944],467.02871770001366,467.0287491999916,None,467.02877540001646,467.02879119999125,None,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,20,0,20,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,20,0,20,0,467.1494650999957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_01_nosub_1.mp4,audios/clip_weißt_01_nosub_1.mp3,audiovisual,467.1439032999915,467.5369852000149,467.7368269000144,467.7368269000144,467.7364268666754,478.7534592000011,478.9683156000101,478.7535758000158,[6.498788400000194],478.84927189999144,478.8493080000044,None,478.8493545000092,478.8493940999906,None,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,21,0,21,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,21,0,21,0,478.9683156000101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_04_sub_0.mp4,audios/clip_hund_04_sub_0.mp3,audiovisual,478.96415800001705,479.3529901000147,479.5543437000015,479.5543437000015,479.5540415666803,489.0850591000053,489.285529899993,489.0852555000165,[],489.1860172000015,489.1861004999955,None,489.1861476000049,489.1861656999972,None,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,22,0,22,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,22,0,22,0,489.285529899993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_14_sub_0.mp4,audios/silence.mp3,visual,489.2795271000068,489.694975099992,489.89485559999594,489.89485559999594,489.894169966665,491.1463030000159,499.77832129999297,499.5928305000125,[],499.68052409999655,499.6806016000046,None,499.6806771999982,499.6806986000156,None,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,23,0,23,,,,,,,,,,,,,,,,,,,,,,3,None,8.95825940000941,None,,,,,,,,,,,23,0,23,0,499.77832129999297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_03_sub_1.mp4,audios/silence.mp3,visual,499.7741285999946,500.1797673999972,500.3803698999982,500.3803698999982,500.3803034666673,501.6317054000101,512.3714225000003,512.266148900002,[7.263170899997931],512.367201200017,521.3379655000172,3,521.3380245000008,521.3380503999942,None,1,512.3714225000003,512.3714225000003,512.3714225000003,8.95825940000941,None,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,24,0,24,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,24,0,24,0,521.4477793000115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_09_sub_1.mp4,audios/silence.mp3,visual,521.4413783999917,521.8472933000012,522.0482854000002,522.0482854000002,522.047693566685,523.301134600013,532.6918304999999,532.4823269000044,[],532.565937700012,532.5659706000006,None,532.5659993000154,532.5660151999909,None,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,25,0,25,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,25,0,25,0,532.6918304999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_30_sub_0.mp4,audios/clip_hund_30_sub_0.mp3,audiovisual,532.6867645000166,533.0757867000066,533.2759503000125,533.2759503000125,533.2759996666612,545.5018596000155,545.5018596000155,545.2940453999909,[],545.3858438000025,545.3858963999955,None,545.3859344999946,545.3859540999983,None,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,26,0,26,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,26,0,26,0,545.5018596000155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_23_nosub_0.mp4,audios/clip_claude_23_nosub_0.mp3,audiovisual,545.496521699999,545.8865132000064,546.087425500009,546.087425500009,546.0873518666815,558.4515722999931,558.4515722999931,558.2392383000115,[],558.341537100001,558.3415728000109,None,558.3416202999942,558.3416678000067,None,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,27,0,27,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,27,0,27,0,558.4515722999931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_12_sub_0.mp4,audios/clip_herz_12_sub_0.mp3,audiovisual,558.4464387999906,558.8520894999965,559.0521354000084,559.0521354000084,559.0521241666613,,568.343924899993,568.1561924999987,[6.508954399992945],568.2378041000047,568.2379077000078,None,568.2379684000043,568.2379989000037,None,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,28,0,28,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,28,0,28,0,568.343924899993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_01_sub_1.mp4,audios/clip_lied_01_sub_1.mp3,audiovisual,568.3402207000181,568.741683100001,568.9422169000027,568.9422169000027,568.9418947666747,578.9755264999985,579.150436099997,578.9756914000027,[5.467558700009249],579.0599306999939,579.0599885999982,None,579.0600706000114,579.0601008000085,None,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,29,0,29,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,29,0,29,0,579.150436099997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_21_sub_1.mp4,audios/silence.mp3,visual,579.144468500017,579.5751615999907,579.7766521000012,579.7766521000012,579.7755714666603,581.0274895000039,590.0304499999911,589.808884099999,[6.552653899998404],589.9124395000108,589.9124776000099,None,589.9125110000023,589.9125406999956,None,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,30,0,30,,,,,,,,,,,,,,,,,,,,,,4,None,4.219075300003169,None,,,,,,,,,,,30,0,30,0,590.0304499999911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_16_sub_2.mp4,audios/clip_lied_16_sub_2.mp3,audiovisual,590.0249842000194,590.4253742000146,590.6259624999948,590.6259624999948,590.6257069666792,,601.3308447000163,601.2250000000058,[6.923054799990496],601.325015600014,605.5666244000022,4,605.5666900000069,605.5667184999911,None,4,601.3308447000163,601.3308447000163,601.3308447000163,4.219075300003169,None,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,31,0,31,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,31,0,31,0,605.6828830000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_08_nosub_1.mp4,audios/clip_hund_08_nosub_1.mp3,audiovisual,605.6783172000141,606.0670034000068,606.2677216000156,606.2677216000156,606.2673702666691,616.2821889000188,616.4851249000058,616.2823454000172,[],616.371695800015,616.3717268000182,None,616.3717538999917,616.3717690999911,None,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,32,0,32,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,32,0,32,0,616.4851249000058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_26_nosub_0.mp4,audios/clip_claude_26_nosub_0.mp3,audiovisual,616.480899999995,616.875211000006,617.0757616000192,617.0757616000192,617.0757320666783,627.9936223000113,628.194722699991,627.9937627000036,[],628.0935189000156,628.0935622999968,None,628.0936341999914,628.093661699997,None,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,33,0,33,,,,,,,,,,,,,,,,,,,,,,4,None,4.334978600003524,None,,,,,,,,,,,33,0,33,0,628.194722699991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_13_sub_0.mp4,audios/clip_wurst_13_sub_0.mp3,audiovisual,628.189607200009,628.6027881999908,628.8021391000075,628.8021391000075,628.8018254666861,638.4340266000072,638.5422321000078,638.434196999995,[],638.5369256999984,642.8835812000034,4,642.8836441000167,642.8836691000033,None,4,638.5422321000078,638.5422321000078,638.5422321000078,4.334978600003524,None,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,34,0,34,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,34,0,34,0,642.9843775999907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_32_nosub_1.mp4,audios/silence.mp3,visual,642.9776557000005,643.3926279000007,643.5931303999969,643.5931303999969,643.5923350666747,644.8444701000117,653.8059978999954,653.6254130000016,[5.697154599998612],653.7087746000034,653.7088063000119,None,653.70883280001,653.7088484000124,None,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,35,0,35,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,35,0,35,0,653.8059978999954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_12_sub_0.mp4,audios/silence.mp3,visual,653.8001734999998,654.2090805000043,654.4097835000139,654.4097835000139,654.4093506666579,655.6626530000067,663.2455241999996,663.0396255000087,[],663.1321960999921,663.1322317000013,None,663.1322719000163,663.1323031999927,None,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,36,0,36,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,36,0,36,0,663.2455241999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_24_nosub_1.mp4,audios/clip_hund_24_nosub_1.mp3,audiovisual,663.2412559000077,663.6319206000189,663.8325756000122,663.8325756000122,663.8324776666743,676.059553500003,676.059553500003,675.8512045000098,[8.242426600016188],675.9552073999948,675.9552433000063,None,675.9552829000168,675.9553266000003,None,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,37,0,37,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,37,0,37,0,676.059553500003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_08_nosub_0.mp4,audios/silence.mp3,visual,676.0539415999956,676.460275999998,676.6613197000115,676.6613197000115,676.6605059666656,677.9126741999935,686.5198864999984,686.2937780999928,[],686.3969990000187,686.397037799994,None,686.3970726999978,686.3970970000082,None,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,38,0,38,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,38,0,38,0,686.5198864999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_14_sub_0.mp4,audios/clip_holo_14_sub_0.mp3,audiovisual,686.5147316000075,686.9104364000086,687.1120526000159,687.1120526000159,687.1103374666748,697.1429589000181,697.3469089000137,697.1431043000193,[],697.2335855000129,697.2336579000112,None,697.2337016999954,697.2337179000024,None,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,39,0,39,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,39,0,39,0,697.3469089000137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_02_nosub_0.mp4,audios/clip_herz_02_nosub_0.mp3,audiovisual,697.3432796999987,697.735284800001,697.9357402000169,697.9357402000169,697.9354724666666,,710.5411052000127,710.3399338000163,[9.722308800002793],710.429430499993,710.4295059000142,None,710.4295850000053,710.4296142999956,None,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,40,0,40,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,40,0,40,0,710.5411052000127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_09_nosub_2.mp4,audios/clip_holo_09_nosub_2.mp3,audiovisual,710.5374331999919,710.9308646999998,711.1314886000182,711.1314886000182,711.1314365666806,722.5825589000015,722.7729808000149,722.5826915999933,[],722.6642922000028,722.664328999992,None,722.6643724000023,722.6644101999991,None,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,41,0,41,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,41,0,41,0,722.7729808000149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_07_nosub_1.mp4,audios/silence.mp3,visual,722.766630099999,723.172297800018,723.3737927000038,723.3737927000038,723.3726802666827,724.6254120999947,735.1930752999906,734.9914081000024,[7.419140000012703],735.0893225000182,735.089366900007,None,735.0894110999943,735.0894378999947,None,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,42,0,42,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,42,0,42,0,735.1930752999906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_23_nosub_1.mp4,audios/silence.mp3,visual,735.186714600015,735.6013163000171,735.8023295000021,735.8023295000021,735.8008917666778,737.0539658000052,747.426057100005,747.2182864999922,[8.98414079999202],747.3264534000191,747.3265353000024,None,747.3265872999909,747.3266176000179,None,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,43,0,43,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,43,0,43,0,747.426057100005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_28_sub_0.mp4,audios/silence.mp3,visual,747.419948099996,747.8275420000136,748.0294101000181,748.0294101000181,748.0277593666726,749.2796622000169,756.7693770000187,756.5578831000021,[],756.6614929999923,756.6615435999993,None,756.6616227999912,756.6616603000148,None,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,44,0,44,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,44,0,44,0,756.7693770000187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_09_sub_2.mp4,audios/clip_hund_09_sub_2.mp3,audiovisual,756.7643265000079,757.1703882000002,757.3708231000055,757.3708231000055,757.3708223666802,,769.1173580000177,768.9228280000098,"[6.812729500001296, 11.109474700002465]",769.0055305999995,769.0055724999984,None,769.0056063999946,769.0056265000021,None,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
,45,0,45,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,45,0,45,0,769.1173580000177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_11_nosub_0.mp4,audios/clip_weißt_11_nosub_0.mp3,audiovisual,769.1129214999964,769.5143130999932,769.7145381000009,769.7145381000009,769.7142486666601,779.9469021999976,779.9469021999976,779.7301825000031,[],779.8205328000186,779.8205735000083,None,779.8206087000144,779.8206281000166,None,,,,,,,,,,,,,,305,001,2026-03-30_17h30.24.825,exp_sofc,,2025.2.3,59.896809781791525,2026-03-30 17h30.25.486998 +0200,
