instruction_text,thisN,thisTrialN,thisRepN,key_resp_instruction.keys,key_resp_instruction.rt,key_resp_instruction.duration,clip_file,clip_path,sound_path,movie,subtitles,n_cut,clip_num,first_cut,second_cut,clip_duration,attention_check_question,attention_check_correct,attention_check_distractor_1,attention_check_distractor_2,attention_check_distractor_3,prac_attention_resp.keys,prac_attention_resp.rt,prac_attention_resp.duration,exp_atttention_resp.keys,exp_atttention_resp.rt,exp_atttention_resp.duration,exp_pause_resp.keys,exp_pause_resp.rt,exp_pause_resp.duration,instruction_trials.thisRepN,instruction_trials.thisTrialN,instruction_trials.thisN,instruction_trials.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,thisRow.t,notes,instructions.started,text_instruction.started,key_resp_instruction.started,instructions.stopped,instruction_trials.key_resp_instruction.keys,instruction_trials.key_resp_instruction.rt,instruction_trials.key_resp_instruction.duration,informed_consent.started,slider_informed_consent.started,text_informed_consent.started,informed_consent.stopped,slider_informed_consent.response,slider_informed_consent.rt,begin_practice.started,begin_practice_text.started,begin_practice.stopped,Practice_clip_name,Practice_video_used,Practice_audio_used,Practice_modality,Practice_subtitles,Practice_attention_check,practice_clip.started,prac_feedback.started,prac_fixation_cross.started,prac_fixation_cross.stopped,prac_clip.started,prac_sound.started,prac_clip.stopped,practice_clip.stopped,prac_all_cut_rts,practice_attention_check.started,practice_attention_check.stopped,practice_trials.prac_attention_resp.keys,prac_sound.stopped,Practice_correct_key_required,prac_attention_resp.started,prac_question.started,prac_options.started,practice_trials.prac_attention_resp.rt,practice_trials.prac_attention_resp.duration,begin_experiment.started,begin_experiment_text.started,begin_experiment_text.stopped,begin_experiment.stopped,video_used,audio_used,condition_modality,experiment_clip.started,exp_fixation_cross.started,exp_fixation_cross.stopped,exp_clip.started,exp_sound.started,exp_sound.stopped,exp_clip.stopped,experiment_clip.stopped,all_cut_rts,correct_key_required,experiment_attention_check.started,exp_atttention_resp.started,exp_question.started,exp_options.started,experiment_attention_check.stopped,experiment_trials.exp_atttention_resp.keys,experiment_trials.exp_atttention_resp.rt,experiment_trials.exp_atttention_resp.duration,experiment_pause.started,experiment_pause.stopped,experiment_trials.exp_pause_resp.keys,exp_pause_text.started,exp_pause_resp.started,exp_countdown.started,experiment_trials.exp_pause_resp.rt,experiment_trials.exp_pause_resp.duration,end.started,text_end.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,9,0,9,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,9,0,9,0,316.4303896000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_13_sub_0.mp4,audios/clip_wurst_13_sub_0.mp3,audiovisual,316.4269658000003,316.81479119999995,317.01563320000014,317.01563320000014,317.0152205666666,326.64787479999995,326.8619355999999,326.64807740000015,[],,326.7450888000003,,,,326.7451470000001,None,,,326.7452370000001,326.7452653,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,10,0,10,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,10,0,10,0,326.8619355999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_22_nosub_1.mp4,audios/silence.mp3,visual,326.85660129999997,327.2448797000002,327.4469902999999,327.4469902999999,327.445292366667,328.69734289999997,337.7115506,337.4783228000001,"[0.278440000000046, 8.550388500000281]",,337.5696613,,,,337.56970930000034,None,,,337.5698046000002,337.5698265000001,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,11,0,11,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,11,0,11,0,337.7115506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_01_nosub_2.mp4,audios/clip_claude_01_nosub_2.mp3,audiovisual,337.70754420000003,338.0793292000003,338.2795695,338.2795695,338.27961356666697,349.47643930000004,349.47643930000004,349.24739309999995,"[6.700091300000167, 8.728162500000053]",,349.3493615000002,,,,349.3493975000001,None,,,349.34943580000026,349.34949069999993,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,12,0,12,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,12,0,12,0,349.47643930000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_03_sub_0.mp4,audios/clip_weißt_03_sub_0.mp3,audiovisual,349.4727631999999,349.86405319999994,350.0645794000002,350.0645794000002,350.0642770666666,362.0831859,362.30068729999994,362.08335420000003,[],,362.1917923000001,,,,362.1918294000002,None,,,362.1918668000003,362.1918863000001,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,13,0,13,,,,,,,,,,,,,,,,,,,,,,2,2.6829443000001447,None,None,,,,,,,,,,,13,0,13,0,362.30068729999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_17_nosub_0.mp4,audios/silence.mp3,visual,362.2965061,362.70074190000014,362.90205860000015,362.90205860000015,362.901550766667,364.15321010000025,374.50675790000014,374.4197022000003,[],2,374.50258380000014,374.50675790000014,374.50675790000014,374.50675790000014,377.19549300000017,2,2.6829443000001447,None,377.19555400000036,377.1955790000002,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,14,0,14,,,,,,,,,,,,,,,,,,,,,,2,4.212597499999902,None,None,,,,,,,,,,,14,0,14,0,377.3238918000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_12_sub_1.mp4,audios/clip_hund_12_sub_1.mp3,audiovisual,377.31948660000035,377.69652670000005,377.8964837000003,377.8964837000003,377.8963610666667,389.11361460000035,389.2167545000002,389.1138592000002,[10.023493300000155],2,389.2136204000003,389.2167545000002,389.2167545000002,389.2167545000002,393.44541449999997,2,4.212597499999902,None,393.44546200000013,393.44548090000035,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,15,0,15,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,15,0,15,0,393.55663410000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_07_nosub_1.mp4,audios/silence.mp3,visual,393.5515644000002,393.9567548,394.1573257,394.1573257,394.1572418666667,395.4093157000002,404.10057350000034,403.88889229999995,[],,403.98361840000007,,,,403.9836497000001,None,,,403.9836771,403.9836928,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,16,0,16,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,16,0,16,0,404.10057350000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_20_sub_1.mp4,audios/silence.mp3,visual,404.0950780000003,404.4836101000001,404.68419919999997,404.68419919999997,404.68369196666686,405.93566180000016,416.90804700000035,416.70233720000033,[6.587229200000365],,416.80315010000004,,,,416.80319690000033,None,,,416.80324040000005,416.8032640000001,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,17,0,17,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,17,0,17,0,416.90804700000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_02_sub_2.mp4,audios/silence.mp3,visual,416.9043611000002,417.31234280000035,417.5123291,417.5123291,417.512240766667,418.76501989999997,428.9121960000002,428.6978216000002,[8.166274799999883],,428.7977847000002,,,,428.7978290000001,None,,,428.79790249999996,428.7979327000003,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,18,0,18,,,,,,,,,,,,,,,,,,,,,,3,5.106545800000276,None,None,,,,,,,,,,,18,0,18,0,428.9121960000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_23_nosub_0.mp4,audios/clip_claude_23_nosub_0.mp3,audiovisual,428.90883310000027,429.31328870000016,429.51472590000003,429.4983956000001,429.49849126666663,441.76155080000035,441.76155080000035,441.65095710000014,[],2,441.75821300000007,441.76155080000035,441.76155080000035,441.76155080000035,446.8709586,3,5.106545800000276,None,446.8710097000003,446.8710288000002,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,19,0,19,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,19,0,19,0,446.9908352000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_14_nosub_1.mp4,audios/silence.mp3,visual,446.98462870000003,447.3717098000002,447.57366660000025,447.57366660000025,447.5720673666667,448.8244791000002,457.8242144000001,457.6037795000002,[7.656837400000313],,457.7009028000002,,,,457.7009366000002,None,,,457.7009674000001,457.70098310000003,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,20,0,20,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,20,0,20,0,457.8242144000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_28_nosub_1.mp4,audios/clip_wurst_28_nosub_1.mp3,audiovisual,457.8205796000002,458.2046098999999,458.40523669999993,458.40523669999993,458.4053961666666,468.7209845000002,468.9139610000002,468.72116700000015,[],,468.8116417000001,,,,468.81169230000023,None,,,468.8117406000001,468.81176570000025,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,21,0,21,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,21,0,21,0,468.9139610000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_18_nosub_1.mp4,audios/silence.mp3,visual,468.90879870000026,469.31367960000034,469.51436809999996,469.51436809999996,469.5139396666666,470.7658882999999,479.76408630000014,479.5471743000003,[6.875677800000176],,479.64460770000005,,,,479.64464780000026,None,,,479.64468780000016,479.6447108000002,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,22,0,22,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,22,0,22,0,479.76408630000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_06_nosub_2.mp4,audios/clip_wurst_06_nosub_2.mp3,audiovisual,479.760311,480.14717010000004,480.34779290000006,480.34779290000006,480.3473582666668,491.6663659999999,491.6663659999999,491.44803060000004,"[2.906767200000104, 8.228444800000034]",,491.54252650000035,,,,491.54255850000027,None,,,491.5425914000002,491.54261110000016,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,23,0,23,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,23,0,23,0,491.6663659999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_01_sub_0.mp4,audios/clip_hund_01_sub_0.mp3,audiovisual,491.6625973,492.04956630000015,492.2495368,492.2495368,492.2496726666666,503.25804510000034,503.25804510000034,503.05451360000006,[],,503.1508666,,,,503.1509704,None,,,503.15101890000005,503.1510465000001,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,24,0,24,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,24,0,24,0,503.25804510000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_24_sub_2.mp4,audios/silence.mp3,visual,503.253772,503.65895649999993,503.8593571000001,503.8593571000001,503.85892616666683,505.1122682,513.9129505000001,513.6909677000003,"[6.962469900000087, 10.055412900000192]",,513.7841262000002,,,,513.7841653,None,,,513.7842082000002,513.7842285000002,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,25,0,25,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,25,0,25,0,513.9129505000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_13_nosub_0.mp4,audios/clip_claude_13_nosub_0.mp3,audiovisual,513.9092586000002,514.2926871,514.4926316000001,514.4926316000001,514.4925738666668,523.7238511,523.9435691000003,523.7240166000001,[],,523.8201900000004,,,,523.8202272000003,None,,,523.8202612,523.8202820000001,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,26,0,26,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,26,0,26,0,523.9435691000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_14_sub_2.mp4,audios/clip_hund_14_sub_2.mp3,audiovisual,523.9401032999999,524.3239967,524.5246919000001,524.5246919000001,524.5248531666668,,534.6290144,534.4256649000004,[5.779581400000097],,534.5224753000002,,,,534.5225165000002,None,,,534.5225587,534.5225796,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,27,0,27,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,27,0,27,0,534.6290144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_12_nosub_1.mp4,audios/silence.mp3,visual,534.6258729000001,535.0325876000002,535.2332795000002,535.2332795000002,535.2332329666667,536.4847196000001,547.3344741999999,547.1519306,[9.080901499999982],,547.2351686000002,,,,547.2352495,None,,,547.2353055000003,547.2353330999999,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,28,0,28,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,28,0,28,0,547.3344741999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_27_sub_1.mp4,audios/silence.mp3,visual,547.3310338000001,547.7364637000001,547.9363976,547.9363976,547.9367725666668,549.1891028,558.3724368000003,558.1700296000004,[4.541498600000068],,558.2749591000002,,,,558.2749976,None,,,558.2750388,558.2750720000004,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,29,0,29,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,29,0,29,0,558.3724368000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_04_sub_0.mp4,audios/silence.mp3,visual,558.3688587000001,558.7778072000001,558.9784413000002,558.9784413000002,558.9779205666666,560.2317317000002,570.1430394000004,569.9622202,[],,570.0415582,,,,570.0416416000003,None,,,570.0417027000003,570.0417307000002,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,30,0,30,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,30,0,30,0,570.1430394000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_09_sub_2.mp4,audios/silence.mp3,visual,570.1378293000002,570.5468306000002,570.7468120000003,570.7468120000003,570.7463811666669,571.9984136000003,581.1941219,580.9791850000001,"[4.165449200000239, 8.73024200000009]",,581.0700452000001,,,,581.0700894000001,None,,,581.0701526000003,581.0702019,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,31,0,31,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,31,0,31,0,581.1941219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_dampf_02_nosub_1.mp4,audios/clip_dampf_02_nosub_1.mp3,audiovisual,581.1907934000001,581.5785540000002,581.779297,581.779297,581.7789340666666,591.3129000000004,591.3129000000004,591.110361,[4.810504099999889],,591.2115629,,,,591.2115959000002,None,,,591.2116297000002,591.2116475000003,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,32,0,32,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,32,0,32,0,591.3129000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_11_nosub_0.mp4,audios/silence.mp3,visual,591.3095394000002,591.7192552000001,591.9197977000003,591.9197977000003,591.9197554666669,593.1718110000002,602.1564006000003,601.9522125000003,[],,602.0435408000003,,,,602.0436002000001,None,,,602.0436336000002,602.0436509000001,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,33,0,33,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,33,0,33,0,602.1564006000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_08_nosub_1.mp4,audios/clip_lied_08_nosub_1.mp3,audiovisual,602.1525873,602.5443309000002,602.7451948000003,602.7451948000003,602.7448333666669,,612.0600139000003,611.8466560000002,[7.483388499999819],,611.937617,,,,611.9376496,None,,,611.9376821000001,611.9377048000001,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,34,0,34,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,34,0,34,0,612.0600139000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_07_nosub_0.mp4,audios/clip_holo_07_nosub_0.mp3,audiovisual,612.0565745000004,612.4432903000002,612.6442703000002,612.6442703000002,612.6441344666666,,622.2404116000002,622.0473245000003,[],,622.1416432000001,,,,622.1416804,None,,,622.1417140000003,622.1417369000001,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,35,0,35,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,35,0,35,0,622.2404116000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_23_nosub_1.mp4,audios/silence.mp3,visual,622.2366016000001,622.6513196000001,622.8512341,622.8512341,622.8510655666666,624.1046372999999,633.0995986000003,632.8846550000003,[],,632.9716511000001,,,,632.9716917999999,None,,,632.9717276000001,632.9717551000003,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,36,0,36,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,36,0,36,0,633.0995986000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_10_sub_0.mp4,audios/clip_herz_10_sub_0.mp3,audiovisual,633.0962126,633.4840051000001,633.6845400000002,633.6845400000002,633.6841258666666,643.7167365,643.9229437000004,643.7169123000003,[],,643.8002245000002,,,,643.8002686,None,,,643.8003099000002,643.8003296000002,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,37,0,37,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,37,0,37,0,643.9229437000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_35_nosub_0.mp4,audios/clip_hund_35_nosub_0.mp3,audiovisual,643.919406,644.3098321000002,644.5097495,644.5097495,644.509218266667,654.9423599000002,655.1354571000002,654.9425398000003,[],,655.0401092000002,,,,655.0401483,None,,,655.0402296000002,655.0402658000003,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,38,0,38,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,38,0,38,0,655.1354571000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_16_sub_1.mp4,audios/silence.mp3,visual,655.1316200000001,655.5517199000001,655.7525534000001,655.7525534000001,655.7523707666667,657.0039308,667.1325038,666.9367123000002,[8.890637900000002],,667.0291932,,,,667.0292603000003,None,,,667.0293035,667.0293288000003,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,39,0,39,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,39,0,39,0,667.1325038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_32_sub_1.mp4,audios/silence.mp3,visual,667.1273859000003,667.5285464000003,667.7289336000003,667.7289336000003,667.7287033666669,668.9810413,677.9630427000002,677.7451420000002,"[4.982042900000124, 6.937507500000265]",,677.8328549000003,,,,677.8329011000001,None,,,677.8329427000003,677.8329595,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,40,0,40,,,,,,,,,,,,,,,,,,,,,,2,3.4824859999998807,None,None,,,,,,,,,,,40,0,40,0,677.9630427000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_26_nosub_0.mp4,audios/clip_claude_26_nosub_0.mp3,audiovisual,677.9591193000001,678.3451628000003,678.5464668,678.5464668,678.5460470666669,689.4624968000003,689.55944,689.4626489000002,[4.0683217000000695],2,689.5557978000002,689.55944,689.55944,689.55944,693.0433467000003,2,3.4824859999998807,None,693.0434067000001,693.0434398000002,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,41,0,41,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,41,0,41,0,693.1660855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_28_nosub_0.mp4,audios/clip_holo_28_nosub_0.mp3,audiovisual,693.1619654000001,693.5438779000001,693.7446059000004,693.7446059000004,693.7443174666666,702.2741367000003,702.4970858000001,702.2743377000002,[],,702.3679260000004,,,,702.3679569000001,None,,,702.3679852,702.3680002000001,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,42,0,42,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,42,0,42,0,702.4970858000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_22_sub_1.mp4,audios/clip_lied_22_sub_1.mp3,audiovisual,702.4934846000001,702.8755153000002,703.0754771000002,703.0754771000002,703.0755520666669,713.8091213000002,713.8091213000002,713.5920690000003,[6.087492199999815],,713.6812889000003,,,,713.6813308000001,None,,,713.6814259000002,713.6814674000002,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,43,0,43,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,43,0,43,0,713.8091213000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_15_sub_0.mp4,audios/clip_herz_15_sub_0.mp3,audiovisual,713.8040477,714.1920981000003,714.3938936,714.3938936,714.3924689666667,726.5952597,726.5952597,726.4117840000004,"[3.327067899999747, 7.878247199999805]",,726.5025272000003,,,,726.5025608000001,None,,,726.5026171,726.5026501000002,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,44,0,44,,,,,,,,,,,,,,,,,,,,,,2,3.1036927000000105,None,None,,,,,,,,,,,44,0,44,0,726.5952597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_04_nosub_2.mp4,audios/silence.mp3,visual,726.5910261000004,727.0129729,727.2135358,727.2135358,727.2130745666666,728.4651186000001,736.3456500000002,736.2441097999999,"[8.40547770000012, 9.722976100000324]",2,736.3419319,736.3456500000002,736.3456500000002,736.3456500000002,739.4573835000001,2,3.1036927000000105,None,739.4574437000001,739.4574703000003,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,45,0,45,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,45,0,45,0,739.5771897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_16_nosub_2.mp4,audios/clip_lied_16_nosub_2.mp3,audiovisual,739.5735739000002,739.9576896000003,740.1582905,740.1582905,740.1581010666666,,750.9487997000001,750.7611682000002,"[4.011201700000129, 6.6388458000001265]",,750.8491468000002,,,,750.8491904000002,None,,,750.8492255000001,750.8492426000003,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
,46,0,46,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,46,0,46,0,750.9487997000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_19_sub_0.mp4,audios/silence.mp3,visual,750.9452518000003,751.3506874,751.5510171000001,751.5510171000001,751.5510966666668,752.8024393000001,763.1116605000002,762.9181435,[],,763.0049106000001,,,,763.0049736999999,None,,,763.0050201000004,763.0050371000002,None,,,,,,,,315,001,2026-03-31_14h58.11.568,exp_sofc,,2025.2.3,60.564289598979194,2026-03-31 14h58.12.469611 +0200,
